review_id,number_of_reviews,last_review,reviews_per_month
5298,254,6/20/2019,4.33
5299,17,6/17/2019,0.29
5300,28,6/9/2019,0.49
5302,53,6/2/2019,0.9
5303,19,7/6/2017,0.32
5306,21,12/31/2018,0.36
5307,12,5/10/2016,0.2
5312,7,8/26/2018,0.12
5315,2,6/24/2015,0.03
5318,401,6/30/2019,6.76
5319,1,3/3/2018,0.06
5321,3,9/13/2015,0.05
5322,242,6/30/2019,4.09
5325,45,5/31/2019,0.76
5326,1,9/19/2015,0.02
5330,6,10/12/2015,0.1
5332,5,4/29/2016,0.08
5333,15,7/30/2016,0.26
5336,51,7/1/2019,0.86
5903,50,10/28/2018,0.97
5346,101,7/28/2017,1.71
5350,2,12/8/2014,0.03
5352,23,6/2/2019,0.39
5357,2,9/23/2015,0.03
5358,26,5/23/2019,0.68
5360,4,9/29/2015,0.08
12233,45,6/23/2019,1.08
7560,4,4/20/2019,0.08
5366,9,5/26/2018,0.19
5368,12,12/22/2016,0.22
5369,11,10/24/2015,0.19
5371,7,5/25/2018,0.12
5372,4,12/7/2015,0.07
5375,1,2/12/2018,0.06
5378,1,10/17/2014,0.02
5379,7,12/31/2015,0.12
5380,2,8/26/2018,0.04
5381,76,6/21/2019,1.29
5382,25,11/5/2018,0.43
5390,38,10/1/2018,0.65
5393,20,12/5/2018,0.38
5386,10,6/29/2018,0.17
5388,57,7/7/2019,1.18
5389,1,12/30/2016,0.03
5392,11,6/8/2018,0.42
5398,75,6/29/2019,1.31
5400,1,9/26/2018,0.1
5404,76,6/16/2019,1.3
5407,2,11/3/2015,0.04
5408,10,1/25/2019,0.21
5410,9,7/1/2017,0.23
5411,12,2/11/2018,0.25
5412,10,5/18/2019,0.21
5597,191,6/23/2019,3.27
5413,139,6/23/2019,2.42
5414,26,6/3/2019,0.58
5417,37,6/26/2019,0.66
5418,5,12/29/2018,0.09
5419,17,7/15/2018,0.33
5420,1,1/1/2019,0.16
5422,3,5/26/2015,0.05
5425,3,9/4/2017,0.12
5432,110,6/27/2019,1.86
5433,7,4/7/2015,0.13
5434,31,12/3/2015,0.53
5438,27,9/17/2016,0.46
5439,1,7/19/2018,0.08
5443,11,5/20/2019,0.19
5444,259,6/30/2019,4.43
5445,23,6/24/2018,0.4
5446,209,6/19/2019,3.62
5447,24,10/10/2018,0.41
5448,8,10/19/2015,0.14
5849,20,5/22/2019,0.36
5856,23,7/3/2019,0.57
5449,2,12/1/2015,0.04
5450,16,3/17/2017,0.27
5454,3,10/22/2014,0.05
5455,122,6/10/2019,2.14
5457,1,9/25/2014,0.02
5462,111,6/7/2019,1.9
5466,18,6/24/2019,0.31
5470,135,7/3/2019,2.32
5589,2,6/7/2015,0.04
5480,49,12/31/2018,0.92
5481,130,6/23/2019,2.23
5484,9,4/5/2016,0.16
5488,1,5/12/2017,0.04
5490,51,4/29/2019,0.88
5491,3,12/6/2018,0.05
5494,7,4/2/2016,0.12
5495,3,7/30/2017,0.12
5499,114,7/7/2019,1.94
5500,24,12/30/2018,0.42
5507,143,6/24/2019,2.62
5508,14,11/29/2016,0.24
4356,6,6/30/2019,0.11
5511,31,6/2/2019,0.54
5513,8,5/27/2019,0.15
5517,24,6/28/2019,0.41
5523,167,6/23/2019,3.17
5524,61,4/21/2019,1.06
5526,5,10/31/2017,0.1
5528,170,6/30/2019,2.96
5531,64,6/8/2018,1.13
5532,34,10/23/2017,0.58
5533,102,6/30/2019,4.27
5534,150,7/5/2019,2.57
5539,2,12/30/2017,0.05
5540,66,1/2/2019,1.13
5542,2,10/4/2015,0.03
5543,167,6/20/2019,2.86
5544,9,4/23/2019,0.18
5545,185,6/17/2019,3.76
5546,279,6/16/2019,5.02
5549,8,8/2/2017,0.15
5550,1,5/24/2015,0.02
5551,9,12/21/2018,0.16
5552,44,6/10/2019,0.76
5553,146,5/24/2019,2.51
8911,101,5/9/2019,2.08
5554,16,6/15/2019,0.31
5556,120,6/19/2019,2.29
5557,13,9/20/2016,0.22
5558,14,12/27/2017,0.28
12935,2,10/10/2016,0.06
5559,105,6/25/2019,1.8
5565,91,6/9/2019,1.56
5640,11,6/2/2019,0.22
5569,93,6/21/2019,1.82
15813,28,7/6/2019,0.79
5574,12,3/30/2018,0.32
5576,47,7/7/2019,0.81
7260,23,5/27/2019,0.48
5578,87,6/26/2019,1.53
5582,33,5/18/2018,0.65
5583,30,6/22/2017,0.52
5588,1,10/19/2014,0.02
5590,6,5/22/2019,0.12
5593,13,10/19/2015,0.22
5594,37,2/11/2019,0.65
5595,14,11/1/2016,0.29
5599,2,10/18/2014,0.03
5600,6,6/5/2016,0.13
5601,78,3/10/2019,1.36
5603,37,6/16/2019,0.64
5608,12,9/21/2018,0.21
5611,131,6/29/2019,3.24
5612,5,7/10/2015,0.09
5616,35,6/26/2019,0.61
5617,6,12/27/2015,0.1
5620,10,4/21/2019,0.47
5622,56,5/28/2019,0.99
5623,7,5/3/2016,0.12
5624,204,6/30/2019,3.51
5630,33,6/15/2019,0.57
5633,232,6/23/2019,4.01
5636,4,2/1/2017,0.08
5639,9,9/22/2017,0.15
5641,50,7/6/2019,0.87
5646,43,6/27/2019,0.77
5647,37,7/1/2019,0.86
5651,1,10/22/2016,0.03
6025,4,2/29/2016,0.07
5660,10,7/1/2019,0.27
5665,69,12/7/2018,1.79
32248,2,8/28/2018,0.18
5666,5,7/2/2016,0.09
5667,3,5/5/2015,0.05
5671,105,6/30/2019,1.82
5675,82,7/7/2019,1.78
28843,56,7/8/2019,3.0
5677,11,4/8/2019,0.34
5679,131,1/7/2019,2.29
5681,160,6/27/2019,2.76
5683,15,2/21/2016,0.26
5684,148,6/16/2019,2.56
5688,1,10/27/2014,0.02
5690,15,1/2/2018,0.27
5691,10,12/30/2018,0.17
5694,179,6/17/2019,3.14
5698,128,4/24/2019,2.23
5699,3,1/3/2015,0.05
5701,223,6/20/2019,3.91
5704,6,12/27/2015,0.11
5705,35,5/30/2019,0.61
5706,4,5/3/2015,0.07
5708,11,7/31/2018,0.2
5710,3,1/1/2015,0.05
5713,3,1/4/2015,0.05
5716,4,11/16/2015,0.07
5717,95,6/26/2019,1.65
5718,1,8/12/2018,0.09
5719,157,7/5/2019,2.73
5721,11,10/3/2016,0.19
5722,26,6/24/2019,0.45
5724,19,5/27/2019,0.44
5725,202,6/19/2019,3.53
5726,10,8/22/2018,0.18
5727,116,7/3/2019,2.02
5728,196,7/7/2019,3.44
5729,7,8/13/2018,0.13
5731,3,5/24/2016,0.05
5732,16,12/6/2018,0.28
5735,121,6/10/2019,2.19
5736,76,7/1/2019,1.33
5737,73,1/3/2018,1.27
5738,124,6/26/2019,2.2
5742,17,6/8/2019,0.3
5744,9,6/28/2019,0.16
5746,1,7/7/2016,0.03
5750,352,6/16/2019,6.1
5751,92,7/4/2019,1.59
5758,1,12/27/2014,0.02
5759,5,11/27/2015,0.11
5760,198,6/21/2019,3.47
5762,120,6/10/2019,2.09
5764,105,5/4/2019,1.88
5765,5,4/21/2016,0.09
5768,11,7/2/2019,0.24
5769,27,5/2/2019,0.47
5770,82,5/22/2019,1.53
5771,82,6/5/2019,1.43
5772,2,1/3/2015,0.03
5773,2,10/11/2014,0.03
5775,15,4/22/2019,0.26
5783,112,6/18/2018,1.94
42045,16,6/14/2019,4.21
5784,3,1/7/2019,0.05
5785,7,8/16/2016,0.13
22159,94,6/9/2019,3.49
5788,57,11/28/2016,1.08
5791,23,4/12/2017,0.4
5792,162,6/15/2019,2.84
5794,38,6/9/2019,0.72
5795,18,1/3/2018,0.31
5796,64,7/7/2019,1.32
11745,162,7/5/2019,4.46
5798,57,6/24/2019,0.99
5799,32,6/13/2019,0.56
5802,23,5/27/2019,0.41
5803,77,6/9/2019,1.5
5805,122,7/1/2019,2.15
18413,100,7/1/2019,2.9
5808,26,7/31/2016,0.45
5810,9,1/5/2019,0.16
5811,79,6/6/2019,1.38
5813,16,4/6/2019,0.28
5815,43,7/1/2019,0.75
5816,51,7/1/2019,0.89
5817,62,5/28/2019,1.1
5818,1,11/14/2014,0.02
5822,43,5/5/2019,0.84
5824,1,1/3/2015,0.02
5829,25,6/17/2019,0.44
5830,107,6/27/2019,1.91
5832,11,7/7/2019,2.75
5833,194,7/6/2019,3.37
7045,119,6/11/2019,2.21
5834,33,6/22/2019,0.58
5838,88,6/22/2019,1.53
37913,14,5/25/2019,1.88
5839,186,6/30/2019,3.28
5841,58,6/11/2019,1.02
5844,8,10/29/2018,0.17
5846,43,5/26/2019,0.75
5847,2,11/2/2018,0.1
5848,6,7/2/2019,0.13
5850,36,6/30/2018,0.79
5852,56,6/28/2019,0.98
5854,13,6/23/2018,0.23
5855,2,11/17/2016,0.04
5857,118,6/23/2019,2.07
5860,9,1/4/2017,0.16
5861,10,1/26/2019,0.18
5862,84,7/1/2019,1.46
5863,2,11/28/2015,0.04
5865,91,10/4/2016,1.59
5867,62,6/24/2019,1.19
5868,21,11/22/2017,0.61
5869,17,8/27/2018,0.49
5875,26,5/6/2019,1.16
38418,1,1/17/2019,0.17
5880,8,12/30/2018,0.14
5882,112,6/16/2019,1.96
5884,21,3/24/2019,1.01
5886,85,6/15/2019,1.88
5887,20,7/5/2019,1.6
34662,25,7/1/2019,2.35
5888,37,5/9/2016,0.65
5889,122,6/19/2019,2.21
5891,7,12/19/2018,0.31
5892,10,5/10/2016,0.18
5893,83,4/29/2019,1.48
5894,5,10/9/2018,0.13
5895,5,5/13/2018,0.09
5897,141,6/22/2019,3.05
5900,192,7/2/2019,3.35
5902,7,2/18/2019,0.12
5904,4,1/4/2017,0.12
5905,5,3/29/2016,0.09
5906,5,1/2/2016,0.09
5909,6,6/18/2019,0.96
5910,180,6/18/2019,3.22
5912,207,6/22/2019,3.76
5913,1,11/2/2014,0.02
5915,1,6/17/2016,0.03
5917,88,6/30/2019,4.66
5921,12,6/10/2019,0.21
5922,178,7/1/2019,3.11
5923,1,11/15/2014,0.02
5925,87,6/19/2019,1.63
5926,9,9/6/2015,0.16
5931,10,9/23/2016,0.19
5932,7,3/8/2017,0.13
5934,2,1/2/2015,0.04
5936,7,10/3/2016,0.13
5937,79,6/30/2019,1.38
5940,60,6/22/2019,1.12
5942,195,6/24/2019,3.41
5943,4,9/26/2015,0.07
5944,82,6/23/2019,1.55
33815,6,5/21/2019,0.58
5945,3,8/28/2018,0.05
5951,68,6/25/2019,1.2
5956,4,8/24/2016,0.09
5957,50,6/2/2019,0.92
5960,7,7/16/2018,0.12
5963,1,8/17/2016,0.03
5969,8,4/12/2016,0.16
5970,22,5/21/2019,0.5
5973,323,6/22/2019,5.81
5974,20,6/1/2019,0.36
5975,19,12/25/2018,0.33
5976,21,1/3/2019,0.37
5977,5,1/1/2016,0.09
5979,7,8/29/2018,0.12
5980,19,7/6/2019,1.82
5983,5,1/3/2019,0.09
5984,192,6/17/2019,3.47
5985,3,8/3/2015,0.05
5987,36,11/6/2018,0.78
5992,28,4/22/2019,0.5
5994,19,9/8/2016,0.34
5998,179,6/16/2019,3.14
7769,119,6/9/2019,2.31
6001,4,6/4/2016,0.08
6003,4,10/6/2015,0.07
13561,79,7/2/2019,2.09
13758,10,12/28/2018,0.25
14398,19,3/3/2019,0.47
15499,4,12/22/2018,0.1
15500,4,1/9/2019,0.15
16233,8,5/20/2019,0.3
19745,1,5/8/2019,0.48
21687,2,8/17/2017,0.08
22068,9,5/19/2019,0.38
29878,2,12/10/2018,0.19
6005,6,7/8/2016,0.11
6007,9,5/19/2018,0.16
6009,5,8/12/2018,0.09
6011,18,6/2/2019,0.48
6015,8,10/18/2015,0.14
6016,103,6/20/2019,1.87
6017,84,6/18/2019,1.51
6019,9,12/31/2015,0.16
6021,189,7/1/2019,3.4
6024,7,1/1/2017,0.12
6027,66,4/15/2018,1.24
1959,2,12/8/2015,0.05
6031,9,5/19/2015,0.16
6033,95,6/29/2019,1.7
6035,143,6/23/2019,2.56
6040,136,7/5/2019,2.94
6041,146,6/22/2019,2.6
6205,20,6/20/2019,2.74
18737,70,6/16/2019,2.06
6044,28,5/19/2019,0.5
6045,1,1/4/2015,0.02
6047,159,6/12/2019,2.83
6048,23,10/24/2016,0.41
6049,24,6/19/2019,0.44
6051,15,7/2/2019,0.27
6050,44,7/1/2019,0.81
6052,4,1/6/2017,0.08
12460,8,3/25/2019,0.19
6062,2,8/3/2015,0.04
6063,2,9/21/2016,0.05
6064,190,7/4/2019,4.15
6066,19,5/20/2019,0.35
6067,2,1/6/2015,0.04
6071,14,3/24/2016,0.25
6072,1,12/24/2018,0.15
6077,17,8/27/2018,0.31
6078,91,6/21/2019,1.65
6325,81,6/9/2019,1.48
7276,28,6/1/2019,0.59
6079,17,5/27/2019,0.37
6080,17,6/15/2018,0.31
6084,6,8/19/2018,0.11
11094,9,6/19/2017,0.24
6087,20,1/2/2019,0.45
6088,58,5/29/2019,1.38
6092,21,5/2/2018,0.41
9461,111,6/10/2019,2.38
6097,6,3/27/2016,0.13
6098,35,7/1/2019,0.63
6101,1,7/30/2016,0.03
32968,37,6/7/2019,3.04
40346,8,6/28/2019,1.36
6107,84,5/28/2019,1.51
6755,3,10/8/2018,0.06
6118,2,5/28/2016,0.05
6120,7,6/27/2016,0.12
6123,15,5/12/2018,0.27
37715,3,6/16/2019,0.48
6125,150,6/28/2019,2.68
6128,53,6/25/2019,0.94
6131,2,1/1/2015,0.04
13349,103,7/2/2019,2.67
6134,23,10/28/2018,0.41
6135,18,5/27/2019,0.38
6137,18,8/26/2017,0.33
5993,6,1/2/2019,0.12
6141,23,5/1/2019,0.44
7987,23,10/27/2018,0.46
6142,12,11/23/2016,0.25
6143,28,5/23/2019,0.5
6146,1,12/31/2014,0.02
6148,33,7/1/2019,0.62
6149,3,8/29/2016,0.07
6150,3,10/22/2015,0.05
17654,28,5/20/2019,0.79
6154,74,5/27/2019,1.33
6157,50,5/5/2019,0.89
5789,1,5/17/2016,0.03
6164,3,8/27/2017,0.06
6166,14,7/31/2018,0.27
6169,27,6/5/2019,0.5
6170,7,6/21/2019,0.15
6173,39,6/1/2019,1.57
6174,193,10/27/2017,3.42
6176,81,6/27/2018,1.59
6179,12,4/10/2016,0.23
6183,10,6/2/2019,0.43
6181,38,6/2/2019,0.67
6185,63,6/1/2019,1.15
6188,40,6/29/2016,0.73
6189,12,9/8/2015,0.21
6190,145,6/30/2019,2.63
6194,114,6/24/2019,2.02
6195,27,7/5/2019,0.49
6196,11,9/22/2015,0.2
6197,5,8/24/2015,0.09
6202,99,6/29/2019,1.77
6203,79,6/25/2019,1.62
6204,18,7/30/2017,0.33
6207,24,4/22/2019,0.43
6211,7,6/18/2015,0.13
6212,2,8/8/2017,0.05
13006,3,8/9/2016,0.08
6216,42,6/18/2019,0.76
6217,21,4/8/2019,0.38
6218,40,6/19/2019,0.83
6219,12,2/18/2019,0.27
6344,15,4/30/2019,0.31
6367,6,8/16/2018,0.11
6411,6,3/10/2019,0.15
6635,8,4/23/2019,0.28
6799,5,4/18/2017,0.11
6988,12,4/27/2019,0.29
7069,13,5/25/2019,0.26
7203,13,3/24/2019,0.3
8382,12,3/22/2019,0.25
11173,3,4/30/2018,0.07
13457,7,12/31/2018,0.18
13640,7,7/31/2018,0.22
18448,4,8/4/2018,0.14
6222,242,6/30/2019,4.4
29142,111,7/6/2019,6.08
6225,2,12/30/2015,0.04
6226,22,4/30/2019,0.39
6231,20,5/1/2019,0.37
6232,1,3/17/2015,0.02
6233,1,12/26/2014,0.02
6234,10,8/24/2018,0.38
6238,6,1/1/2017,0.11
6242,23,6/26/2016,0.42
6245,5,9/25/2017,0.09
6249,1,7/19/2016,0.03
6250,20,9/5/2018,0.39
6257,54,7/1/2019,0.98
6260,44,7/2/2019,0.78
6261,122,6/15/2019,2.24
6262,6,3/2/2016,0.11
6264,3,1/1/2019,0.05
6265,4,12/29/2015,0.07
6266,45,5/15/2019,0.92
11773,123,6/28/2019,2.81
6268,1,8/30/2015,0.02
9301,91,6/23/2019,1.92
35564,28,6/13/2019,3.08
6271,103,6/6/2019,1.92
6273,48,6/4/2019,0.87
6274,29,3/20/2019,0.52
373,1,1/2/2016,0.02
6282,57,3/2/2017,1.04
6284,8,3/2/2018,0.15
6286,26,6/30/2019,0.46
6287,149,7/6/2019,2.71
6417,63,6/20/2019,1.34
6296,15,6/13/2016,0.27
6299,2,1/5/2016,0.04
6300,13,9/28/2018,0.24
6301,23,1/5/2019,0.41
6302,5,5/10/2016,0.11
6304,13,4/29/2019,0.65
6305,64,6/8/2019,1.15
6306,9,7/12/2016,0.21
6307,5,1/6/2017,0.12
6309,159,6/23/2019,3.25
9954,121,6/24/2019,2.54
6312,20,6/20/2019,0.37
6316,25,4/15/2019,0.48
6317,56,6/16/2019,2.42
6319,4,12/30/2017,0.07
6320,4,1/2/2017,0.08
6321,31,6/29/2019,0.56
6322,7,6/4/2017,0.13
6324,46,5/10/2019,0.84
6326,66,6/24/2019,1.18
6327,6,5/23/2016,0.11
6329,18,12/28/2018,0.33
6334,6,8/5/2016,0.11
6337,2,1/8/2017,0.05
6338,41,5/12/2019,0.79
6340,86,6/8/2019,1.69
6342,31,5/12/2019,0.83
43337,4,7/1/2019,2.35
6345,9,12/27/2015,0.16
6346,8,7/19/2016,0.16
6348,108,6/8/2019,1.93
6349,22,9/26/2017,0.4
6350,1,2/16/2015,0.02
6353,5,11/23/2017,0.1
6359,3,6/27/2019,0.17
6363,3,6/8/2015,0.05
6366,6,5/31/2017,0.11
6368,11,3/25/2016,0.2
6370,1,6/1/2016,0.03
6372,1,9/15/2017,0.05
6373,185,7/5/2019,3.32
6375,26,6/15/2019,0.61
4440,2,1/3/2016,0.04
6379,5,1/3/2017,0.09
6380,1,6/12/2018,0.08
6385,15,5/24/2017,0.27
6386,19,7/23/2017,0.36
6394,8,6/8/2019,0.87
6395,8,8/29/2017,0.16
6400,8,3/17/2019,0.16
6404,44,9/28/2016,0.8
6406,8,10/10/2016,0.18
6407,3,1/1/2016,0.05
6412,133,6/22/2019,2.39
8649,3,11/13/2015,0.06
6415,8,9/17/2017,0.33
16173,2,1/7/2017,0.05
6418,94,6/23/2019,1.71
6419,7,8/20/2018,0.16
6420,12,4/14/2016,0.22
6421,28,6/16/2019,0.5
6422,67,9/23/2016,1.25
6423,6,8/9/2015,0.11
6424,142,7/1/2019,2.55
6428,31,5/21/2019,0.59
6430,95,12/30/2018,1.7
6433,1,10/17/2017,0.05
6437,16,1/7/2019,0.29
6438,6,1/9/2019,0.15
6440,6,3/14/2018,0.25
6442,5,6/27/2019,5.0
6443,3,4/7/2019,0.08
31323,6,5/20/2019,0.41
6452,18,4/14/2017,0.38
6453,5,12/31/2016,0.1
6463,14,2/18/2016,0.26
6464,19,9/9/2015,0.34
6465,52,6/22/2019,0.99
6466,30,7/1/2019,0.66
6467,111,6/23/2019,3.15
6468,57,6/23/2019,1.1
6470,29,1/23/2019,0.52
6471,4,5/30/2015,0.07
6472,17,8/5/2017,0.31
15778,5,11/24/2018,0.24
6476,11,1/1/2017,0.2
6477,24,5/8/2017,0.44
6486,10,3/31/2017,0.21
6492,3,6/30/2019,0.07
6494,16,6/23/2019,0.39
6496,26,7/29/2016,0.47
6497,2,2/5/2015,0.04
6498,2,1/6/2016,0.04
6505,149,6/21/2019,2.68
6510,1,10/20/2015,0.02
6521,1,9/6/2016,0.03
6522,105,7/2/2019,2.07
11178,57,6/9/2019,1.33
6529,48,6/15/2019,0.87
6530,103,6/2/2019,1.99
6531,121,6/17/2019,2.19
6534,9,5/28/2016,0.16
6538,14,12/25/2016,0.25
6541,42,9/21/2016,0.77
6545,23,6/17/2019,0.48
6547,13,1/10/2017,0.25
6551,5,5/22/2016,0.09
6553,47,3/28/2019,1.06
6554,14,4/26/2016,0.25
6555,123,6/8/2019,2.48
6558,11,11/1/2018,0.22
6559,27,6/22/2019,0.49
9024,1,11/26/2017,0.05
6563,26,10/12/2016,0.47
6566,2,4/13/2016,0.04
6568,2,8/31/2015,0.04
6569,16,4/19/2019,0.37
6570,12,8/19/2018,0.24
6573,1,2/4/2016,0.02
6575,2,3/22/2015,0.04
6580,49,6/30/2019,0.9
6582,186,6/23/2019,3.35
6583,145,7/2/2019,2.62
8114,2,6/4/2016,0.04
6584,3,3/27/2016,0.07
6589,11,6/16/2019,0.24
6590,10,6/30/2019,0.28
6591,39,9/29/2018,0.72
7359,9,7/19/2018,0.17
7441,14,6/10/2018,0.28
28713,1,6/27/2018,0.08
6593,2,8/11/2015,0.04
6609,5,4/15/2017,0.1
6610,3,3/15/2016,0.06
6612,2,5/8/2019,0.05
6619,4,6/11/2018,0.11
6597,20,6/23/2019,3.3
6599,2,5/24/2015,0.04
6600,12,7/20/2016,0.22
6601,11,4/24/2016,0.21
6604,22,5/27/2019,0.48
6605,15,4/27/2019,0.3
6606,186,6/30/2019,3.55
6607,5,5/8/2018,0.11
6608,9,7/16/2016,0.16
6616,125,6/23/2019,3.42
29717,19,6/13/2019,1.13
6624,29,7/2/2019,0.54
6627,16,12/21/2016,0.31
6628,2,9/26/2015,0.04
6631,1,5/6/2016,0.03
6633,3,9/18/2015,0.06
6636,7,7/24/2016,0.13
6644,14,7/22/2017,0.25
6647,18,5/29/2019,0.33
6649,130,7/1/2019,2.36
6654,33,6/30/2019,0.72
6656,11,5/22/2017,0.22
6660,16,7/1/2019,0.3
6663,3,5/15/2015,0.06
6678,8,1/3/2019,0.15
5946,1,3/16/2016,0.02
6681,6,4/17/2017,0.12
6684,7,7/12/2017,0.13
6685,44,5/8/2016,0.8
6688,4,8/31/2018,0.08
3866,2,10/12/2015,0.04
6697,9,12/28/2017,0.2
6698,6,4/24/2018,0.29
6702,5,10/4/2016,0.1
6704,53,10/28/2018,1.12
29384,25,5/25/2019,1.49
6706,15,3/24/2019,0.27
6708,129,6/30/2019,2.33
42681,4,5/26/2019,1.46
6713,7,10/30/2016,0.2
6715,30,1/1/2018,0.54
6716,3,1/2/2016,0.06
6718,47,6/8/2019,0.92
6720,73,6/18/2019,1.34
6721,75,6/17/2019,1.5
6723,5,9/1/2016,0.11
6724,23,7/2/2019,3.47
6725,2,10/25/2017,0.09
6726,3,6/5/2016,0.07
6731,1,1/3/2019,0.16
6737,8,9/24/2017,0.15
6738,2,1/2/2019,0.08
12418,5,5/2/2019,0.12
6740,9,11/24/2018,0.17
6741,9,7/18/2016,0.16
6748,209,6/18/2019,3.79
6751,131,1/1/2019,2.4
6752,8,1/2/2019,0.16
6753,49,7/29/2016,0.94
6754,1,4/1/2015,0.02
6756,40,6/24/2019,0.83
6759,28,12/31/2018,0.58
6760,38,6/28/2019,0.74
40178,9,6/24/2019,4.22
6767,7,10/21/2015,0.14
6771,166,9/29/2017,3.06
6773,1,2/1/2016,0.02
6780,6,11/10/2016,0.11
6782,4,1/3/2016,0.08
6784,15,3/9/2019,0.46
6785,11,3/31/2018,0.21
6787,14,11/4/2018,0.26
6788,12,4/18/2019,0.23
6810,20,12/27/2018,0.38
6929,13,6/15/2019,0.25
6930,15,4/19/2019,0.31
6955,17,2/2/2019,0.32
7258,9,12/7/2018,0.18
6330,18,6/30/2019,0.35
7365,11,7/1/2019,0.22
7780,8,6/17/2019,0.17
7798,11,5/25/2019,0.25
8940,7,10/30/2018,0.2
9005,12,11/14/2018,0.27
9006,12,5/2/2019,0.26
9008,2,6/8/2019,0.21
9009,6,1/31/2019,0.14
9010,10,11/18/2018,0.22
9011,9,9/30/2018,0.2
9012,8,6/11/2019,0.27
9014,10,4/1/2019,0.26
9015,17,6/17/2019,0.38
9033,9,4/30/2019,0.24
9034,7,10/31/2018,0.19
14499,6,11/10/2018,0.17
14501,7,12/1/2018,0.18
14911,7,2/4/2018,0.19
18900,10,10/22/2018,0.34
6789,3,5/10/2017,0.08
6791,31,5/13/2019,0.57
6795,98,6/13/2019,1.95
6797,14,6/20/2019,0.26
6798,89,4/28/2019,1.77
6800,29,9/2/2016,0.53
6804,11,4/26/2019,0.21
6806,3,8/30/2018,0.1
6818,31,9/3/2018,0.57
6803,1,2/20/2015,0.02
6820,91,1/1/2019,2.0
6822,7,1/9/2016,0.15
12067,77,6/29/2019,1.89
6826,168,6/16/2019,3.1
6827,17,7/7/2019,0.36
6829,5,7/31/2017,0.11
6830,9,10/27/2015,0.19
6831,34,12/26/2017,0.64
6836,14,9/9/2018,0.28
6838,32,6/4/2019,0.6
6845,149,6/14/2018,2.76
6846,123,7/5/2019,4.69
6847,38,6/7/2019,0.81
6848,222,6/26/2019,4.15
10586,203,6/27/2019,4.55
19257,118,6/24/2019,3.69
6850,57,6/23/2019,1.12
6855,4,1/3/2017,0.08
6859,51,7/2/2019,1.19
12042,83,5/31/2019,1.9
6865,196,6/21/2019,3.63
6868,1,1/18/2015,0.02
6869,4,4/29/2016,0.08
6871,52,6/24/2019,1.0
27400,4,11/24/2018,0.22
6872,10,10/8/2016,0.18
6873,66,7/21/2018,1.29
6878,2,12/21/2018,0.18
6879,26,12/18/2018,0.59
6880,23,6/18/2019,1.25
6884,17,12/20/2017,0.33
23494,24,6/29/2019,1.0
33944,17,5/17/2019,1.53
6885,12,12/26/2018,0.24
6888,36,6/28/2019,0.71
6891,168,6/21/2019,3.21
6892,8,5/30/2016,0.18
6894,20,6/20/2019,0.43
6896,9,5/13/2019,0.24
6902,1,8/19/2017,0.04
6905,75,4/27/2019,1.44
6906,147,6/23/2019,2.76
6907,25,6/9/2019,0.52
6908,13,5/16/2019,0.36
6909,56,6/14/2019,1.05
6910,13,1/4/2019,0.26
6913,10,6/20/2016,0.22
6914,94,7/1/2019,3.4
22356,84,6/15/2019,3.19
22581,88,6/23/2019,3.38
6917,2,1/3/2016,0.05
6918,59,5/25/2019,1.2
6919,45,5/27/2019,0.86
10056,13,4/9/2016,0.28
6920,67,6/14/2019,1.27
6922,6,2/14/2019,0.12
6925,87,7/5/2019,1.63
22847,9,5/12/2019,0.4
6927,198,6/9/2019,3.7
30599,64,6/23/2019,4.06
6935,1,1/21/2015,0.02
11922,25,6/24/2019,0.58
6940,21,6/2/2019,0.4
6941,22,6/20/2019,0.42
6942,45,7/2/2019,0.84
15288,81,7/6/2019,2.07
6944,8,10/24/2016,0.22
6951,22,10/28/2015,0.42
6952,119,6/20/2019,2.23
6954,85,6/28/2019,1.59
6958,27,5/24/2019,0.5
30236,5,5/27/2019,0.39
31130,10,1/27/2019,0.77
10776,8,2/24/2019,0.22
6965,72,6/24/2019,1.35
6969,62,6/30/2019,1.15
6973,26,6/29/2019,0.51
6975,7,5/25/2016,0.13
6979,211,6/22/2019,3.95
6981,3,7/3/2015,0.06
6984,29,11/5/2018,0.55
6987,1,2/6/2015,0.02
6990,4,6/6/2015,0.08
6995,16,11/21/2016,0.3
6997,63,11/14/2017,1.27
7001,31,5/27/2019,0.64
17007,93,6/30/2019,2.52
7002,15,6/29/2019,0.41
7003,51,6/22/2019,0.97
8518,58,6/24/2019,1.18
7004,11,7/18/2018,0.21
7005,35,5/24/2019,0.69
7007,3,5/24/2015,0.06
7009,51,5/15/2019,0.95
7011,3,12/30/2015,0.06
7012,43,6/13/2019,0.82
13798,123,6/23/2019,3.01
7013,7,1/4/2017,0.13
39593,17,6/23/2019,4.21
7019,21,6/4/2019,0.4
7022,8,5/20/2019,0.36
7023,3,8/27/2017,0.07
7026,5,3/5/2015,0.09
7027,15,9/29/2016,0.29
17669,4,8/14/2016,0.11
7029,126,7/5/2019,3.91
45376,7,7/5/2019,6.0
7030,2,8/25/2016,0.05
7031,12,10/23/2016,0.24
7032,5,1/1/2018,0.12
7035,21,8/15/2018,0.44
7036,8,5/17/2017,0.15
7037,31,12/5/2016,0.63
7038,5,2/19/2019,0.12
7042,3,6/30/2019,0.06
7047,5,6/13/2019,0.11
7054,3,2/16/2016,0.06
7055,19,2/17/2018,0.41
