location_id,neighbourhood_group,neighbourhood,latitude,longitude
7370,Manhattan,East Village,40.72681,-73.97994
7375,Queens,Ridgewood,40.70463,-73.91272
7377,Brooklyn,Park Slope,40.66907,-73.97609
7378,Manhattan,Upper West Side,40.77122,-73.98135
8301,Brooklyn,Williamsburg,40.71408,-73.95708
19215,Brooklyn,Williamsburg,40.70997,-73.9624
7381,Brooklyn,Williamsburg,40.71544,-73.94771
7383,Manhattan,Upper East Side,40.77399,-73.95101
7384,Manhattan,East Harlem,40.80015,-73.94043
7385,Manhattan,West Village,40.73296,-74.00235
7386,Brooklyn,Prospect-Lefferts Gardens,40.65507,-73.95824
7387,Brooklyn,Williamsburg,40.70893,-73.94832
7390,Brooklyn,Bushwick,40.70336,-73.92416
7391,Brooklyn,Greenpoint,40.72658,-73.94031
7394,Brooklyn,South Slope,40.6642,-73.98435
7396,Manhattan,Upper West Side,40.80251,-73.96532
7402,Brooklyn,Greenpoint,40.73111,-73.95592
7404,Manhattan,Harlem,40.81251,-73.95102
7406,Brooklyn,Flatbush,40.64913,-73.96379
7408,Manhattan,Upper West Side,40.78965,-73.9687
7413,Queens,Astoria,40.76327,-73.92457
7414,Manhattan,Greenwich Village,40.72918,-73.99882
7415,Manhattan,Morningside Heights,40.80469,-73.96381
7417,Brooklyn,Bedford-Stuyvesant,40.68417,-73.94977
7418,Brooklyn,Prospect Heights,40.67909,-73.97315
7419,Manhattan,Nolita,40.72092,-73.99386
7420,Brooklyn,Crown Heights,40.67644,-73.95991
7428,Brooklyn,Greenpoint,40.73046,-73.95211
7430,Manhattan,Chelsea,40.74406,-73.99551
7433,Brooklyn,Crown Heights,40.67051,-73.95851
7434,Brooklyn,Flatbush,40.65305,-73.95818
7436,Brooklyn,Bedford-Stuyvesant,40.68153,-73.93825
8102,Brooklyn,Bedford-Stuyvesant,40.68321,-73.93666
7437,Manhattan,Midtown,40.7555,-73.96826
7979,Manhattan,Midtown,40.75531,-73.966
7440,Manhattan,Upper East Side,40.76873,-73.95487
7446,Brooklyn,Bushwick,40.7001,-73.93602
7451,Brooklyn,Bedford-Stuyvesant,40.68294,-73.92672
7452,Manhattan,Upper East Side,40.76923,-73.95034
7453,Brooklyn,Bedford-Stuyvesant,40.68373,-73.95016
7738,Manhattan,Upper East Side,40.77635,-73.95616
40938,Manhattan,Upper East Side,40.77698,-73.95712
7455,Manhattan,East Harlem,40.79331,-73.9408
7459,Manhattan,Inwood,40.85991,-73.93193
7461,Brooklyn,Cobble Hill,40.68534,-73.99471
7462,Manhattan,Upper West Side,40.78974,-73.97018
34614,Manhattan,Upper West Side,40.78837,-73.96821
7463,Brooklyn,Flatbush,40.65044,-73.96327
7465,Manhattan,East Village,40.72866,-73.9806
7466,Brooklyn,Bedford-Stuyvesant,40.68309,-73.92909
7467,Brooklyn,Boerum Hill,40.68282,-73.98112
7468,Manhattan,Chelsea,40.74924,-73.99784
7469,Manhattan,Hell's Kitchen,40.76561,-73.99439
7470,Brooklyn,Park Slope,40.67812,-73.97353
7478,Brooklyn,Williamsburg,40.7095,-73.94933
7482,Brooklyn,Fort Greene,40.6918,-73.9729
7483,Brooklyn,Bedford-Stuyvesant,40.68024,-73.93987
7484,Brooklyn,Park Slope,40.67731,-73.97475
7485,Manhattan,Financial District,40.70909,-74.00579
7488,Brooklyn,Greenpoint,40.73125,-73.95905
7489,Brooklyn,Prospect-Lefferts Gardens,40.6589,-73.95969
7490,Manhattan,East Village,40.72322,-73.98283
7492,Brooklyn,Clinton Hill,40.68319,-73.96766
7493,Manhattan,West Village,40.73398,-74.00369
7495,Manhattan,Chelsea,40.74405,-73.99915
7537,Brooklyn,Fort Greene,40.68914,-73.97406
7497,Manhattan,Upper West Side,40.77937,-73.97805
7501,Brooklyn,Bedford-Stuyvesant,40.68421,-73.92608
7503,Manhattan,Financial District,40.7091,-74.01286
7506,Brooklyn,Williamsburg,40.71212,-73.94965
8841,Brooklyn,Williamsburg,40.71332,-73.94952
8842,Brooklyn,Williamsburg,40.71238,-73.94776
7507,Manhattan,Upper East Side,40.78301,-73.95085
7512,Manhattan,Harlem,40.80403,-73.95615
7513,Brooklyn,Prospect Heights,40.67758,-73.96452
7514,Brooklyn,Park Slope,40.66568,-73.9774
7517,Manhattan,Lower East Side,40.72019,-73.99297
7518,Manhattan,Upper West Side,40.79589,-73.96187
7519,Manhattan,Upper West Side,40.77737,-73.98355
7520,Brooklyn,Prospect-Lefferts Gardens,40.66012,-73.96078
7521,Manhattan,Washington Heights,40.8558,-73.93025
7522,Manhattan,West Village,40.73271,-74.00545
7523,Brooklyn,Downtown Brooklyn,40.68927,-73.98423
7528,Manhattan,Upper West Side,40.77655,-73.98074
7530,Brooklyn,Williamsburg,40.70835,-73.95226
8618,Manhattan,Nolita,40.72287,-73.99593
7532,Manhattan,Upper West Side,40.77556,-73.98416
7534,Manhattan,Upper East Side,40.76939,-73.9504
7535,Brooklyn,Greenpoint,40.72102,-73.94382
7682,Brooklyn,Greenpoint,40.72232,-73.9434
7536,Manhattan,Upper West Side,40.78519,-73.97032
7539,Brooklyn,Park Slope,40.66812,-73.98303
7542,Queens,East Elmhurst,40.7583,-73.87679
7544,Manhattan,Chinatown,40.71491,-73.99182
7547,Brooklyn,Bushwick,40.69226,-73.92286
7552,Manhattan,Midtown,40.75858,-73.96342
7554,Manhattan,Kips Bay,40.73894,-73.98049
7556,Brooklyn,Bedford-Stuyvesant,40.68411,-73.92079
7559,Brooklyn,Bushwick,40.6878,-73.91452
8499,Brooklyn,Bushwick,40.68781,-73.91421
8501,Brooklyn,Bushwick,40.68779,-73.91407
7561,Manhattan,SoHo,40.72386,-74.00462
7567,Brooklyn,Clinton Hill,40.69174,-73.96872
7568,Manhattan,Upper East Side,40.76545,-73.95668
7569,Brooklyn,Williamsburg,40.715,-73.95018
7570,Manhattan,Hell's Kitchen,40.76525,-73.98953
7571,Manhattan,East Village,40.72915,-73.98866
7574,Manhattan,Upper West Side,40.79246,-73.97481
7575,Brooklyn,Clinton Hill,40.6896,-73.96761
7576,Manhattan,East Village,40.72478,-73.9755
7582,Manhattan,Upper East Side,40.76236,-73.95827
7586,Brooklyn,Brooklyn Heights,40.69758,-73.99139
7589,Manhattan,East Village,40.73141,-73.98737
7590,Manhattan,Lower East Side,40.7189,-73.99182
7595,Brooklyn,Prospect-Lefferts Gardens,40.65854,-73.95071
7598,Brooklyn,Crown Heights,40.67169,-73.95117
39366,Brooklyn,Crown Heights,40.67188,-73.95049
7600,Manhattan,Chelsea,40.74157,-74.00141
7602,Manhattan,Nolita,40.72102,-73.99469
7607,Brooklyn,Bedford-Stuyvesant,40.68777,-73.94171
7609,Manhattan,Upper West Side,40.77647,-73.98211
7613,Manhattan,Harlem,40.82943,-73.9407
7614,Brooklyn,Williamsburg,40.71122,-73.95602
7615,Manhattan,Morningside Heights,40.8063,-73.96268
7616,Manhattan,Upper East Side,40.77907,-73.95211
7618,Brooklyn,Crown Heights,40.66907,-73.94168
7619,Brooklyn,Park Slope,40.67681,-73.97535
7620,Manhattan,East Harlem,40.79372,-73.94316
7623,Manhattan,Harlem,40.82505,-73.95294
28392,Brooklyn,Sunset Park,40.65413,-74.00242
7627,Manhattan,Chinatown,40.71509,-73.9967
7628,Brooklyn,Williamsburg,40.71603,-73.94785
7633,Manhattan,Upper East Side,40.77139,-73.95766
7637,Manhattan,East Village,40.72956,-73.98613
7644,Manhattan,Flatiron District,40.74121,-73.98648
7647,Manhattan,Chinatown,40.7149,-73.99976
7649,Brooklyn,Williamsburg,40.71228,-73.96103
7652,Manhattan,Upper East Side,40.77554,-73.95141
7653,Brooklyn,Clinton Hill,40.68498,-73.96618
7656,Manhattan,Lower East Side,40.71832,-73.98325
7657,Queens,Astoria,40.76279,-73.92039
7659,Manhattan,Upper West Side,40.77636,-73.98937
7660,Brooklyn,Bedford-Stuyvesant,40.68469,-73.93467
10428,Brooklyn,Bedford-Stuyvesant,40.684,-73.93227
7661,Bronx,Williamsbridge,40.87765,-73.86318
7662,Manhattan,Chelsea,40.74302,-74.00015
7669,Manhattan,East Village,40.73172,-73.98874
7670,Brooklyn,Flatbush,40.64802,-73.96063
7671,Brooklyn,Williamsburg,40.70691,-73.9481
7672,Manhattan,Upper East Side,40.76813,-73.95354
7681,Staten Island,Great Kills,40.5517,-74.14636
7685,Brooklyn,Williamsburg,40.71124,-73.95256
7686,Brooklyn,Prospect-Lefferts Gardens,40.65516,-73.95882
7690,Staten Island,St. George,40.64567,-74.08368
8124,Staten Island,St. George,40.64524,-74.08326
7693,Manhattan,East Harlem,40.78935,-73.94788
7695,Brooklyn,Greenpoint,40.72492,-73.95097
7696,Manhattan,Chelsea,40.74621,-73.99119
7700,Brooklyn,Greenpoint,40.7229,-73.94775
7703,Brooklyn,Bedford-Stuyvesant,40.68701,-73.95412
7705,Manhattan,SoHo,40.72741,-74.00178
7706,Manhattan,Hell's Kitchen,40.76115,-73.98707
7707,Manhattan,Hell's Kitchen,40.76738,-73.98466
7709,Brooklyn,Park Slope,40.67616,-73.97418
7710,Manhattan,NoHo,40.72951,-73.99203
7713,Manhattan,Hell's Kitchen,40.76042,-73.99021
7714,Brooklyn,Clinton Hill,40.69354,-73.96152
7716,Manhattan,West Village,40.72934,-74.00276
7717,Brooklyn,Park Slope,40.6748,-73.97736
7721,Brooklyn,Gowanus,40.6777,-73.99126
7723,Brooklyn,Greenpoint,40.72777,-73.95231
7724,Manhattan,Gramercy,40.73536,-73.98393
7725,Manhattan,NoHo,40.72634,-73.9932
7728,Brooklyn,Williamsburg,40.70965,-73.96817
7730,Manhattan,Inwood,40.87093,-73.91737
7732,Brooklyn,Greenpoint,40.72102,-73.94808
7734,Brooklyn,Fort Greene,40.69134,-73.97229
7736,Brooklyn,Kensington,40.63555,-73.97151
7739,Manhattan,Upper West Side,40.79092,-73.97426
7741,Brooklyn,Cypress Hills,40.68085,-73.88895
15091,Brooklyn,Cypress Hills,40.68202,-73.88943
7742,Brooklyn,South Slope,40.66923,-73.98714
7744,Brooklyn,Red Hook,40.67477,-74.01046
7746,Brooklyn,Borough Park,40.6409,-73.99891
7747,Queens,Ridgewood,40.70914,-73.90737
7750,Manhattan,Harlem,40.81506,-73.94851
7859,Manhattan,Harlem,40.81128,-73.94647
12322,Manhattan,Harlem,40.81246,-73.94506
35246,Manhattan,Harlem,40.81084,-73.94482
7751,Brooklyn,Crown Heights,40.67215,-73.95753
7755,Brooklyn,Bushwick,40.69709,-73.93538
7756,Brooklyn,Bedford-Stuyvesant,40.67955,-73.94662
7757,Manhattan,Upper East Side,40.78155,-73.95175
7759,Brooklyn,Prospect Heights,40.67949,-73.97172
7761,Manhattan,East Village,40.73235,-73.98646
39593,Manhattan,East Village,40.72288,-73.98344
7762,Manhattan,SoHo,40.72703,-74.00286
7763,Brooklyn,Bedford-Stuyvesant,40.68459,-73.93985
7773,Brooklyn,Bedford-Stuyvesant,40.68446,-73.93956
19814,Brooklyn,Bedford-Stuyvesant,40.68327,-73.93858
7764,Brooklyn,Williamsburg,40.71151,-73.95339
7768,Queens,Jackson Heights,40.74936,-73.88698
7771,Manhattan,East Village,40.72425,-73.98866
7774,Manhattan,East Village,40.72646,-73.98685
10902,Brooklyn,Flatbush,40.63682,-73.9676
7778,Manhattan,Harlem,40.80991,-73.94058
7780,Manhattan,Morningside Heights,40.81134,-73.95531
7785,Manhattan,Upper East Side,40.77793,-73.9602
7790,Brooklyn,Bedford-Stuyvesant,40.68245,-73.91951
7791,Manhattan,Washington Heights,40.84305,-73.94045
7796,Brooklyn,Prospect Heights,40.67554,-73.96384
7797,Manhattan,East Harlem,40.8124,-73.9347
7798,Brooklyn,Boerum Hill,40.68686,-73.98231
7799,Manhattan,Washington Heights,40.85882,-73.92897
7801,Manhattan,Murray Hill,40.74725,-73.97431
7802,Brooklyn,Crown Heights,40.67652,-73.96147
7803,Manhattan,Battery Park City,40.71111,-74.01567
7804,Queens,Arverne,40.58921,-73.79479
21879,Manhattan,Upper East Side,40.7823,-73.94838
40990,Manhattan,Upper East Side,40.78081,-73.94866
7808,Manhattan,Upper East Side,40.77727,-73.95089
7809,Manhattan,Greenwich Village,40.72966,-73.99787
7813,Brooklyn,Sunset Park,40.66124,-73.99449
44996,Queens,Arverne,40.58817,-73.79513
7814,Manhattan,East Harlem,40.79816,-73.94111
7815,Queens,Astoria,40.75673,-73.9253
7816,Brooklyn,Greenpoint,40.73629,-73.95208
7817,Brooklyn,Carroll Gardens,40.68051,-73.99743
7818,Manhattan,Upper West Side,40.78826,-73.96767
7822,Manhattan,Lower East Side,40.7208,-73.9867
7823,Brooklyn,Greenpoint,40.72661,-73.95153
7824,Brooklyn,Windsor Terrace,40.65888,-73.98013
7825,Bronx,Clason Point,40.8115,-73.85607
7826,Brooklyn,Williamsburg,40.71462,-73.96309
7827,Manhattan,Upper West Side,40.77684,-73.97979
7828,Brooklyn,Bushwick,40.70069,-73.91114
7829,Brooklyn,Crown Heights,40.67406,-73.95234
22364,Manhattan,Harlem,40.80567,-73.95677
7834,Brooklyn,Brooklyn Heights,40.69384,-73.99261
7836,Manhattan,Upper West Side,40.78866,-73.97878
7837,Manhattan,Lower East Side,40.72004,-73.98896
7838,Queens,Jamaica Estates,40.72362,-73.791
7841,Brooklyn,Red Hook,40.67529,-74.0099
7844,Brooklyn,Gowanus,40.684,-73.98859
7845,Manhattan,Hell's Kitchen,40.75749,-73.99657
7848,Manhattan,Harlem,40.80386,-73.95369
7849,Queens,Long Island City,40.76019,-73.92915
7850,Manhattan,Washington Heights,40.83987,-73.94279
7854,Manhattan,Lower East Side,40.71724,-73.98546
7856,Manhattan,Hell's Kitchen,40.76017,-73.99198
7857,Manhattan,Upper East Side,40.77526,-73.95075
7858,Brooklyn,Prospect-Lefferts Gardens,40.6566,-73.96148
7860,Manhattan,East Harlem,40.79842,-73.93549
7861,Brooklyn,Crown Heights,40.67757,-73.94886
7862,Queens,Jackson Heights,40.74898,-73.88638
7863,Brooklyn,East Flatbush,40.64685,-73.95
7865,Brooklyn,Greenpoint,40.72123,-73.95357
7867,Manhattan,Upper East Side,40.77724,-73.95883
7868,Manhattan,Hell's Kitchen,40.76378,-73.98847
7870,Brooklyn,Greenpoint,40.72987,-73.95296
7872,Brooklyn,Gowanus,40.67743,-73.98464
43442,Brooklyn,Park Slope,40.67093,-73.97555
7875,Manhattan,Midtown,40.75102,-73.97447
7876,Brooklyn,Williamsburg,40.71482,-73.93863
7878,Manhattan,Midtown,40.76365,-73.98057
7879,Manhattan,SoHo,40.72337,-73.99724
13229,Manhattan,Greenwich Village,40.72799,-74.00046
7881,Manhattan,Chelsea,40.74089,-74.00181
7882,Manhattan,Chelsea,40.75054,-73.99683
7883,Manhattan,Upper East Side,40.777,-73.95253
7886,Manhattan,SoHo,40.72716,-74.0032
7888,Manhattan,SoHo,40.72708,-74.00055
7891,Manhattan,Upper West Side,40.78926,-73.96989
7893,Manhattan,Upper West Side,40.79233,-73.9643
7895,Manhattan,Kips Bay,40.74257,-73.98207
8587,Brooklyn,Prospect Heights,40.67679,-73.96502
7897,Brooklyn,Bedford-Stuyvesant,40.69315,-73.95998
14795,Manhattan,East Village,40.73065,-73.9886
7900,Brooklyn,East Flatbush,40.64944,-73.93376
7902,Brooklyn,Williamsburg,40.712,-73.96666
7905,Queens,East Elmhurst,40.76509,-73.877
7907,Manhattan,West Village,40.73405,-74.00283
7909,Manhattan,Hell's Kitchen,40.76881,-73.98832
7910,Manhattan,Upper East Side,40.78073,-73.94976
7911,Manhattan,Hell's Kitchen,40.76329,-73.99554
7913,Brooklyn,Williamsburg,40.71014,-73.96253
7914,Manhattan,Upper East Side,40.77253,-73.95789
7915,Manhattan,Lower East Side,40.72134,-73.99104
7916,Brooklyn,Prospect-Lefferts Gardens,40.66216,-73.96114
7918,Manhattan,Upper West Side,40.77804,-73.97611
7919,Manhattan,West Village,40.73905,-74.0014
7922,Brooklyn,Park Slope,40.66798,-73.9761
7924,Queens,Ridgewood,40.70801,-73.9011
7925,Manhattan,Gramercy,40.73556,-73.98679
7926,Brooklyn,Clinton Hill,40.68678,-73.96044
19280,Brooklyn,Manhattan Beach,40.57821,-73.94122
7931,Manhattan,Lower East Side,40.71526,-73.9867
7935,Brooklyn,Williamsburg,40.70778,-73.94953
7936,Brooklyn,Bushwick,40.68994,-73.92125
7937,Brooklyn,Williamsburg,40.71998,-73.95838
7938,Brooklyn,Williamsburg,40.71178,-73.95684
7941,Manhattan,Upper West Side,40.80121,-73.96163
7943,Manhattan,Upper West Side,40.77901,-73.97596
7944,Brooklyn,Greenpoint,40.73163,-73.95434
7945,Brooklyn,Williamsburg,40.70776,-73.95886
7947,Queens,Ditmars Steinway,40.7802,-73.90913
7949,Manhattan,Inwood,40.85901,-73.92874
7950,Brooklyn,Crown Heights,40.66356,-73.95667
7953,Brooklyn,Williamsburg,40.71776,-73.94538
7954,Manhattan,Upper West Side,40.77889,-73.98155
18770,Manhattan,Harlem,40.81438,-73.95183
7962,Manhattan,East Harlem,40.79614,-73.93787
7963,Manhattan,Harlem,40.80686,-73.9554
7964,Manhattan,Gramercy,40.73697,-73.98074
7969,Manhattan,East Village,40.72551,-73.97893
7970,Brooklyn,Clinton Hill,40.68346,-73.96264
7973,Queens,Long Island City,40.74253,-73.9549
7974,Brooklyn,Williamsburg,40.71479,-73.96048
7975,Manhattan,Lower East Side,40.72014,-73.99268
7977,Manhattan,Harlem,40.82337,-73.94529
7981,Manhattan,Upper West Side,40.78302,-73.98057
7984,Brooklyn,Clinton Hill,40.68465,-73.96051
7986,Manhattan,Murray Hill,40.74409,-73.97145
7989,Manhattan,East Harlem,40.79445,-73.93307
7990,Queens,Astoria,40.77262,-73.92364
7991,Manhattan,Upper West Side,40.78078,-73.97466
7994,Brooklyn,Bedford-Stuyvesant,40.682,-73.92246
7995,Manhattan,Hell's Kitchen,40.76497,-73.9933
7996,Brooklyn,Cypress Hills,40.68465,-73.8684
7998,Brooklyn,Williamsburg,40.71046,-73.96054
8000,Brooklyn,South Slope,40.66586,-73.97948
8001,Bronx,Mount Hope,40.84819,-73.90648
8021,Bronx,Mount Hope,40.84626,-73.90473
8002,Brooklyn,Prospect Heights,40.67847,-73.96694
8003,Manhattan,Harlem,40.80373,-73.95523
8007,Manhattan,East Village,40.72587,-73.98244
8008,Brooklyn,Williamsburg,40.71475,-73.93782
8011,Manhattan,Upper East Side,40.76288,-73.96084
8012,Bronx,Longwood,40.82883,-73.88854
10843,Manhattan,Washington Heights,40.85432,-73.93198
31477,Manhattan,Washington Heights,40.85522,-73.93271
11539,Manhattan,Upper East Side,40.7837,-73.94877
8016,Brooklyn,Bedford-Stuyvesant,40.68537,-73.95402
8017,Brooklyn,Park Slope,40.66936,-73.98116
8019,Manhattan,Harlem,40.82903,-73.94123
8023,Brooklyn,Fort Greene,40.68559,-73.96932
8027,Manhattan,Upper West Side,40.77894,-73.98099
8029,Brooklyn,Williamsburg,40.71234,-73.94085
8033,Manhattan,Theater District,40.76295,-73.98435
8039,Brooklyn,Bedford-Stuyvesant,40.68739,-73.94859
8041,Manhattan,Hell's Kitchen,40.75546,-73.99701
8044,Brooklyn,Windsor Terrace,40.65246,-73.97369
8047,Manhattan,Tribeca,40.71296,-74.00982
8050,Manhattan,West Village,40.73674,-74.00832
8052,Brooklyn,Williamsburg,40.71544,-73.95552
8053,Manhattan,Upper East Side,40.78042,-73.95128
8056,Manhattan,Upper West Side,40.7722,-73.98119
8060,Brooklyn,Bushwick,40.70451,-73.92685
8063,Manhattan,East Village,40.73112,-73.98364
8065,Brooklyn,Sheepshead Bay,40.58662,-73.94263
8066,Brooklyn,Fort Greene,40.68648,-73.97525
8068,Brooklyn,Williamsburg,40.71859,-73.95598
8070,Brooklyn,Kensington,40.63822,-73.97123
8071,Manhattan,Upper East Side,40.77357,-73.95193
8073,Brooklyn,East Flatbush,40.65263,-73.93215
8759,Brooklyn,East Flatbush,40.64345,-73.93643
8074,Manhattan,East Village,40.72232,-73.98289
8075,Brooklyn,Sunset Park,40.66066,-73.99257
8078,Manhattan,Upper West Side,40.77468,-73.97966
8079,Manhattan,SoHo,40.7234,-73.99967
8081,Manhattan,West Village,40.73318,-74.00745
8084,Brooklyn,Cobble Hill,40.68749,-73.99899
8085,Brooklyn,Greenpoint,40.72666,-73.94819
8088,Brooklyn,Williamsburg,40.716,-73.94666
8089,Brooklyn,Clinton Hill,40.69322,-73.96554
8090,Brooklyn,Williamsburg,40.71749,-73.96525
8091,Brooklyn,Boerum Hill,40.68492,-73.97913
8094,Brooklyn,Greenpoint,40.73284,-73.95822
8097,Manhattan,NoHo,40.72652,-73.99259
8101,Brooklyn,Bedford-Stuyvesant,40.68068,-73.92874
8106,Queens,Long Island City,40.7645,-73.93181
8107,Manhattan,Upper East Side,40.77032,-73.96161
8112,Manhattan,East Village,40.73069,-73.98515
8113,Manhattan,West Village,40.73623,-74.00036
8115,Manhattan,East Village,40.72526,-73.99201
8116,Brooklyn,Carroll Gardens,40.6795,-73.99468
8117,Manhattan,Washington Heights,40.8531,-73.94091
8119,Manhattan,West Village,40.74039,-74.00665
8120,Manhattan,Upper West Side,40.79466,-73.96623
8121,Manhattan,Morningside Heights,40.80692,-73.96434
8122,Manhattan,Harlem,40.81356,-73.94807
8125,Brooklyn,Bedford-Stuyvesant,40.686,-73.93793
8126,Brooklyn,Prospect-Lefferts Gardens,40.65597,-73.95807
21809,Brooklyn,Prospect-Lefferts Gardens,40.65598,-73.95831
8129,Brooklyn,Crown Heights,40.6756,-73.92305
8130,Brooklyn,Boerum Hill,40.68363,-73.98011
8133,Manhattan,Gramercy,40.73481,-73.98669
8135,Brooklyn,Bedford-Stuyvesant,40.68351,-73.93224
16931,Brooklyn,Williamsburg,40.70707,-73.9528
8137,Manhattan,Harlem,40.81412,-73.95185
8142,Brooklyn,Fort Greene,40.68673,-73.97318
8144,Brooklyn,Greenpoint,40.73148,-73.95929
8146,Manhattan,Greenwich Village,40.73109,-73.99411
8147,Manhattan,Nolita,40.72098,-73.99493
8148,Manhattan,East Village,40.72514,-73.9896
8149,Manhattan,West Village,40.73854,-74.00147
20786,Manhattan,Upper West Side,40.80007,-73.96524
38937,Manhattan,Upper West Side,40.80002,-73.9671
8153,Brooklyn,Flatbush,40.63025,-73.96555
8157,Brooklyn,Flatlands,40.62276,-73.93289
8158,Brooklyn,Bedford-Stuyvesant,40.68063,-73.91156
8159,Brooklyn,Park Slope,40.67194,-73.97247
8160,Manhattan,East Village,40.72872,-73.98043
8163,Manhattan,Upper West Side,40.79159,-73.97809
8164,Brooklyn,Prospect Heights,40.67758,-73.97239
8165,Manhattan,Murray Hill,40.74853,-73.98192
8168,Queens,Ridgewood,40.70365,-73.90351
8170,Queens,Long Island City,40.74725,-73.95669
8174,Manhattan,Financial District,40.70778,-74.00685
8176,Manhattan,Upper West Side,40.7966,-73.97154
8178,Manhattan,East Village,40.72917,-73.98223
37425,Manhattan,East Village,40.73018,-73.98229
26912,Manhattan,Harlem,40.82167,-73.95006
8181,Manhattan,Midtown,40.74832,-73.98814
8184,Manhattan,Hell's Kitchen,40.76521,-73.98776
8186,Manhattan,Upper West Side,40.78576,-73.97629
8188,Manhattan,Upper West Side,40.78293,-73.97667
8189,Manhattan,Lower East Side,40.71818,-73.9935
8191,Manhattan,Midtown,40.75506,-73.96887
8194,Manhattan,Upper West Side,40.79745,-73.96916
8195,Manhattan,Upper West Side,40.78587,-73.97181
8197,Manhattan,East Village,40.72378,-73.98385
8198,Manhattan,Marble Hill,40.87494,-73.91057
8199,Queens,Astoria,40.76273,-73.91316
8201,Manhattan,Gramercy,40.73637,-73.98619
8202,Manhattan,Chelsea,40.74068,-74.00346
8203,Brooklyn,Clinton Hill,40.68672,-73.96376
8205,Queens,Sunnyside,40.74444,-73.92451
8208,Brooklyn,Clinton Hill,40.68374,-73.96452
11403,Brooklyn,Prospect-Lefferts Gardens,40.66141,-73.9615
8214,Brooklyn,Greenpoint,40.72833,-73.94781
8217,Manhattan,West Village,40.73507,-74.00826
8218,Manhattan,Chinatown,40.71399,-73.99707
11641,Manhattan,Chinatown,40.71381,-73.99784
8219,Brooklyn,Williamsburg,40.71999,-73.94551
8220,Brooklyn,Vinegar Hill,40.70098,-73.98211
8225,Bronx,Concourse Village,40.82809,-73.9159
8230,Manhattan,East Village,40.72361,-73.98775
8231,Queens,Forest Hills,40.72391,-73.84407
12092,Queens,Forest Hills,40.72484,-73.84505
8233,Brooklyn,Bedford-Stuyvesant,40.69385,-73.9481
35615,Brooklyn,Bedford-Stuyvesant,40.69488,-73.94983
8234,Manhattan,Upper West Side,40.78017,-73.98317
8235,Manhattan,Washington Heights,40.839,-73.94543
8237,Brooklyn,Williamsburg,40.71258,-73.95556
8241,Manhattan,Chelsea,40.74476,-73.99862
8242,Manhattan,Harlem,40.80645,-73.95261
8243,Brooklyn,Williamsburg,40.70745,-73.94223
18407,Brooklyn,Bushwick,40.69901,-73.93649
8247,Manhattan,Lower East Side,40.71983,-73.98801
8248,Manhattan,Murray Hill,40.74583,-73.97834
8249,Brooklyn,Crown Heights,40.67766,-73.93934
8250,Manhattan,Lower East Side,40.7187,-73.99043
8255,Brooklyn,Crown Heights,40.67699,-73.95179
8264,Manhattan,Upper West Side,40.78885,-73.98013
8265,Brooklyn,DUMBO,40.70372,-73.9899
8266,Brooklyn,Bedford-Stuyvesant,40.6833,-73.95162
8267,Manhattan,Washington Heights,40.85516,-73.9378
8268,Manhattan,Hell's Kitchen,40.76525,-73.99056
8269,Manhattan,Upper West Side,40.79169,-73.97498
8270,Brooklyn,Williamsburg,40.70885,-73.94927
8274,Brooklyn,Cobble Hill,40.68477,-73.99825
8275,Manhattan,Financial District,40.70949,-74.01379
8276,Brooklyn,Red Hook,40.67731,-74.0112
8278,Brooklyn,Clinton Hill,40.68404,-73.96714
8279,Queens,Forest Hills,40.71345,-73.85658
8280,Manhattan,Upper East Side,40.78125,-73.94851
8281,Brooklyn,South Slope,40.66632,-73.99013
8284,Manhattan,Upper East Side,40.76313,-73.96192
8285,Brooklyn,Carroll Gardens,40.68303,-73.99686
8286,Brooklyn,Bushwick,40.69528,-73.93079
18989,Brooklyn,Bushwick,40.69555,-73.93069
40242,Brooklyn,Bushwick,40.69684,-73.9307
40732,Brooklyn,Bushwick,40.69549,-73.93006
8287,Manhattan,West Village,40.73404,-74.00955
8289,Brooklyn,Williamsburg,40.71411,-73.95771
8290,Brooklyn,Williamsburg,40.71106,-73.94918
8292,Brooklyn,Bushwick,40.6971,-73.92046
8295,Manhattan,Greenwich Village,40.72846,-74.00113
8296,Queens,Ditmars Steinway,40.77387,-73.91778
8302,Manhattan,Kips Bay,40.74077,-73.98085
8304,Manhattan,Midtown,40.74957,-73.98255
8308,Manhattan,Harlem,40.80273,-73.95748
8310,Brooklyn,Prospect-Lefferts Gardens,40.66102,-73.96224
8312,Manhattan,Murray Hill,40.7487,-73.97358
8314,Brooklyn,Clinton Hill,40.69298,-73.96851
8528,Brooklyn,Clinton Hill,40.69374,-73.96727
8315,Brooklyn,Williamsburg,40.71161,-73.95957
8316,Brooklyn,Williamsburg,40.71741,-73.95555
8317,Brooklyn,Prospect-Lefferts Gardens,40.6566,-73.96162
8321,Queens,Sunnyside,40.7453,-73.92311
8323,Brooklyn,Park Slope,40.6761,-73.97509
34321,Brooklyn,Bedford-Stuyvesant,40.68634,-73.93817
8327,Brooklyn,Prospect Heights,40.67485,-73.9632
8328,Brooklyn,Park Slope,40.67844,-73.98136
8331,Manhattan,Chinatown,40.71507,-73.99033
8334,Manhattan,Financial District,40.70516,-74.00798
8338,Brooklyn,Crown Heights,40.67255,-73.93328
8339,Manhattan,Midtown,40.76015,-73.96378
