property_id,name,room_type,price,minimum_nights,availability_365,available_since_date
28116,Cute shared studio apartment,Shared room,45,2,313,2019-03-06
22608,"Home away from home,clean and cozy.",Private room,75,2,365,2019-06-07
38084,1 large bedroom w/private bath,Private room,89,2,318,2019-04-10
46374,1  Bedroom in Clinton Hill Share,Private room,79,2,361,2019-06-17
34537,Bedroom in Clinton Hill,Private room,79,3,362,2019-01-22
38562,Charm&Quiet in Hip Greenpt Brooklyn,Private room,110,1,0,2019-01-19
15999,1BR w/private bath in modern Prospect Heights apt,Private room,90,2,30,2019-04-12
34236,ON HIGHLINE! Private room & bath,Private room,179,2,157,2019-01-18
22039,"Large,sunny private room in Harlem",Private room,80,4,119,2019-01-20
30365,"Bright, cozy private room in Harlem",Private room,65,5,186,2019-01-10
36877,"Clean Private Bedroom on Lower East Side,Manhattan",Private room,69,1,84,2019-02-14
25344,Sunny Convienent Bushwick Room,Private room,42,1,60,2019-02-16
21153,Central Williamsburg Fab Large Room,Private room,70,1,0,2019-06-08
23861,"Near Manhatten, NEW Empire Outlets, park!",Private room,47,1,323,2019-05-13
38814,"Spacious & Comfy, Top of Central Pk",Private room,69,4,280,2019-01-31
30870,No Longer Available Brooklyn Brownstone,Private room,100,2,2,2019-06-03
44140,Dreamy Private Room in  Super Cool Bedstuy Apt.,Private room,51,3,32,2019-01-01
12346,Cool Private Room in Dreamy Bedstuy Apartment,Private room,55,3,0,2019-06-14
30058,Experience Brooklyn like a True Brooklynite,Private room,60,3,120,2019-02-28
43504,The Blue Room,Private room,60,3,6,2019-02-08
39242,Brooklyn Apt next to Prospect Park,Private room,70,1,188,2019-01-22
26935,Cute Room in Artist/Designers' Flat,Private room,70,1,325,2019-03-29
22340,Stylish Room-Artist/Designers' Flat,Private room,85,1,340,2019-04-09
10470,Brooklyn Fashionista 1Bdr Loft,Private room,89,1,365,2019-02-23
22045,Private Bedroom in a Studio,Private room,68,7,87,2019-03-02
25221,DESIGNER LOFT W PRIVATE ROOFTOP & PANORAMIC VIEWS,Private room,79,1,298,2019-06-21
1350,Seeking tenant for January 2013,Private room,120,1,0,2019-04-29
14802,Large Bedroom for 2 brickwall,Private room,40,15,353,2019-05-21
25099,Charming Private room in Greenpoint,Private room,55,11,11,2019-05-07
1751,Nice quiet room on a backyard,Private room,50,31,193,2019-02-15
3064,Manhattan Lux Loft.Like.Love.Lots.Look !,Private room,99,2,179,2019-02-21
1395,Very cozy room with a tv.!,Private room,63,2,249,2019-04-28
23994,Long Island City Home 1.!,Private room,73,2,359,2019-03-12
36027,Charming House!!,Private room,77,3,332,2019-01-19
41531,"Awesome, Unique EAST VILLAGE LOFT!!",Private room,80,7,31,2019-03-12
38173,"Charming, huge BR, nr Prospect Park",Private room,80,2,0,2019-01-02
41517,Spacious Centrally Located Apt!!!,Private room,999,10,365,2019-06-13
34062,BIG room in fun loft – heart of NYC,Private room,109,3,18,2019-05-29
3661,Room in Great Loft - Fun/Convenient,Private room,119,4,23,2019-01-26
25497,Cozy Room in Williamsburg Loft Apt,Private room,80,4,245,2019-01-24
13148,Large sunny room 10 min to Midtown!,Private room,75,1,0,2019-06-29
44529,Queen-sized Room Avail in Huge 2 bdrm/2bth loft.,Private room,36,1,83,2019-06-07
36538,New York City Dream Apartment,Private room,60,2,0,2019-05-17
8414,Strawberry B&B,Private room,69,30,7,2019-01-08
15647,Private room in the lower east side,Private room,95,1,0,2019-03-01
18045,"Cozy 1 BR near Central Park, AMNH, The MET & More",Private room,131,2,1,2019-02-16
33455,Spacious & Comfy by Prospect Park,Private room,75,3,311,2019-06-01
26729,Comfy and Smart on Prospect Park,Private room,50,3,76,2019-01-11
6998,Large and Comfy at Prospect Park,Private room,50,1,305,2019-02-03
12048,Upper Manhattan//Harlem Classic,Private room,65,2,361,2019-04-23
41823,1 ROOM IN AMAZING ARTIST NYC LOFT,Private room,85,2,365,2019-05-13
42487,Private Room in Authentic Luxury Loft,Private room,65,3,88,2019-06-23
42091,Nice Furnished Short Term in NY,Shared room,100,1,364,2019-04-28
16518,Crown (Prospect) Heights Brooklyn Room,Private room,60,2,83,2019-06-21
19282,Gowanis Urban Oasis,Shared room,44,2,325,2019-03-03
36138,"Room, Central Location, Priv. Entry",Private room,62,2,310,2019-05-30
15875,"Spacious Room, Central Location, Historic block.",Private room,71,2,18,2019-05-20
45567,Bedroom with Private Bath and Roof,Private room,99,5,0,2019-01-23
32941,1BR in Charming Downtown Apt,Private room,90,15,35,2019-06-02
7864,"Have the 1st floor of a two floor duplex,",Private room,88,1,98,2019-06-03
2731,Top floor of an amazing duplex,Private room,88,1,7,2019-06-27
11818,"Clean,spacious,comfy Brooklyn room",Private room,74,1,283,2019-04-25
44880,Large Room in Garden Duplex  ,Private room,62,2,158,2019-06-08
19113,LRG furnished Loft Space,Private room,49,2,283,2019-03-27
27324,PRIVATE LARGE-MODERN-CLEAN master bedroom,Private room,51,1,0,2019-05-11
26456,Private Room (Long room) in Manhattan NYC,Private room,47,1,353,2019-01-28
46631,PRIVATE ROOM (BRIGHT & CLEAN) Manhattan NYC,Private room,44,30,325,2019-05-16
7632,Private Room (Cozy & Clean) Manhattan NYC,Private room,41,30,217,2019-02-16
9825,XLARGE-Modern-clean master bedroom,Private room,50,30,356,2019-06-22
28077,Very Large Private Room on quiet st,Private room,30,2,208,2019-05-28
47986,Quiet room w/ 2 beds +light near subway+ museums,Private room,100,1,316,2019-03-23
8281,Big quiet Sunny room in Upper East Side,Private room,100,1,355,2019-01-16
43285,Private bedroom w/ king size bed + pvt bathroom,Private room,150,2,365,2019-06-24
8035,PEACEFUL SHARE BY CENTRAL PARK,Private room,125,4,326,2019-01-02
24447,Cozy Room in Charming Brownstone,Private room,68,5,282,2019-01-15
10521,Bright Room in Historic Brownstone,Private room,53,5,282,2019-05-27
21255,Spacious and Comfortable Room!,Private room,90,7,312,2019-03-11
7662,Budget/diamond in heart of Harlem,Private room,65,3,361,2019-01-13
9464,Comfortable Modern Room in Bed-Stuy,Private room,65,3,35,2019-03-13
40854,Full Bedroom in Bed-Stuy,Private room,65,3,73,2019-04-12
29510,Spacious Comfy Bedroom in Bed-Stuy,Private room,62,3,59,2019-06-14
8864,Friendly & fun w/ private terrace,Private room,58,10,0,2019-04-07
1321,Private room/Upper Manhattan,Private room,65,2,0,2019-01-03
8341,furnished bedroom 1150$ a month  ,Private room,100,30,365,2019-04-28
48336,1150$furnished room with a balcony,Private room,100,30,365,2019-03-19
19162,Quiet 1BR Heart of the East Village,Private room,200,1,0,2019-05-02
29465,Spacious Bushwick Duplex Apartment,Private room,62,2,87,2019-04-17
7749,★Beautiful Home Away From Home★,Private room,60,1,2,2019-06-24
20780,Gorgeous Williamsburg Apartment,Private room,80,2,89,2019-04-18
18416,Garden View Room Available,Private room,50,3,0,2019-05-11
28623,Private bedroom&bathroom in the heart of Manhattan,Private room,110,3,281,2019-04-16
10602,World Travelers to Couchcrash in BK,Shared room,50,3,365,2019-01-10
9204,"Free Metrocard*, Safe & Affordable",Private room,55,1,298,2019-04-26
41699,"Sunny bedroom, next to subway and Central Park",Private room,60,2,0,2019-05-22
23028,"Next to Subway, Private bedroom",Private room,65,2,251,2019-05-18
28899,"Private bedroom in Manhattan, NYC ",Private room,75,2,12,2019-06-06
11985,"Central Park- 5 mins. away, Subway on corner(med.)",Private room,80,1,102,2019-06-13
6326,Cozy- bedroom in Jackson Heights!,Private room,70,2,188,2019-06-17
11539,Private Bedroom in Manhattan,Private room,49,1,339,2019-01-15
42649,Beautiful Bedroom in Manhattan,Private room,49,1,342,2019-01-21
23339,Great Bedroom in Manhattan,Private room,49,1,293,2019-04-26
36457,"Penthouse patio,city view,BIG bed",Private room,98,3,268,2019-04-26
40530,"Cozy room,only 2 blocks from subway,10min to City!",Private room,47,1,0,2019-02-03
41782,Brooklyn-Bedstuy-Studio,Shared room,110,3,34,2019-03-10
4259,CHIC ROOM IN BROOKLYN BROWNSTONE,Private room,38,3,283,2019-01-09
17085,AMAZING ROOM ARTSY BKLYN BROWNSTONE,Private room,38,3,253,2019-06-28
33505,Columbia area room pvt bath & entry,Private room,105,2,294,2019-06-19
9320,1 rm @ 3BR artist loft williamsburg,Private room,50,2,249,2019-04-06
10245,1 rm @ 3BR loft williamsburg room 2,Private room,50,2,232,2019-02-05
43917,1 rm @ 3BR loft williamsburg room 3,Private room,50,2,282,2019-06-20
31270,Room in cool Bushwick loft!,Private room,51,3,188,2019-06-16
31219,Cozy bedroom in Artist Loft,Private room,56,1,65,2019-03-13
43704,IDEAL AREA!Reviews! LARGE btfl room,Private room,70,7,212,2019-01-24
42130,*Sunny Master BD* in Garden Duplex,Private room,97,7,204,2019-05-22
31860,"LOCATION/garden!(FEMALE only, next to girl's room)",Private room,50,3,315,2019-05-25
126,Park Slope LARGEST (private) SHARE IN PARK SLOPE,Private room,70,2,163,2019-02-14
24570,1br in a 2br apartment in Chelsea (23/7),Private room,125,2,161,2019-06-14
45939,Artsy Bedroom/Office in WaHi,Private room,75,1,90,2019-04-02
39307,"Sunny, private room in Brooklyn!",Private room,35,5,244,2019-05-13
44038,"Bright, airy room share in Brooklyn",Shared room,30,5,248,2019-01-07
28664,"Bright, Airy Room Share for 2",Shared room,25,5,258,2019-04-21
10880,Charm w/amazing city view by PS1,Private room,349,1,365,2019-06-14
23034,Cozy w/amazing city views by PS1,Private room,349,1,365,2019-01-01
24075,(2) CLEAN HOME AWAY FROM HOME!,Private room,76,1,0,2019-03-18
42549,(1) CLEAN HOME AWAY FROM HOME!,Private room,59,1,0,2019-01-14
41387,Dumbo | Spacious private room w/ private bathroom,Private room,60,3,0,2019-06-20
12395,Lovely Private Room in Bushwick! :),Private room,40,5,0,2019-03-05
22112,Murray Hill Garden Apt. MANHATTAN,Private room,118,30,228,2019-05-20
13196,Fabulous Industrial Dumbo Loft,Private room,125,20,311,2019-05-11
11736,Hell's Kitchen Hideaway - Private Entrance,Private room,85,2,63,2019-05-09
30267,Clean-Furnished Room Near The Apollo (W 125th St.),Private room,55,14,41,2019-02-02
18579,Private Bedroom in Williamsburg,Private room,99,1,358,2019-01-03
33271,East Village Gay Friendly Dbl Room,Private room,100,1,231,2019-01-22
2048,Seeking Short Term Roommate on UES,Private room,50,20,269,2019-05-11
31541,Sunny WILLIAMSBURG Room near SUBWAY,Private room,50,40,324,2019-05-24
29012,Large bedroom/Heart of Brooklyn,Private room,49,5,323,2019-01-02
34260,Private fits 3 ppl. Prospect Park ,Private room,49,5,296,2019-04-05
144,"Private, Cozy Bedroom/ Barclay Ctr",Private room,44,5,251,2019-01-02
25990,Bask in the light! Studio bedroom in Williamsburg,Private room,120,6,9,2019-03-22
11453,Williamsburg Bedroom w/Private Terrace!,Private room,70,4,0,2019-06-24
24188,"Private Room & Coffee, only 3 blocks to Train",Private room,62,2,267,2019-03-10
35274,Private room in large 2 bed room,Private room,75,3,127,2019-05-02
36926,"Cozy private room in 2 Bedroom, BK",Private room,64,2,329,2019-03-06
11072,Sunny room with private bathroom,Private room,100,2,350,2019-01-05
17062,Bushwick Duplex 2,Private room,70,1,146,2019-03-02
37135,Bushwick Duplex 1,Private room,80,1,342,2019-03-06
40991,Bushwick Duplex 3 (suite),Private room,125,2,280,2019-05-04
47342,NICE ROOM IN ASTORIA NEAR MANHATTAN,Private room,81,2,326,2019-04-11
508,ROOM NEAR TIMES SQUARE MANHATTAN,Private room,78,4,348,2019-04-09
15939,Designer Studio in the Heart of Harlem,Private room,149,30,337,2019-05-14
45552,Sunny Luxury Bedroom Guest Bathroom,Private room,349,3,87,2019-05-30
25298,Enormous Chrysler-View Bedroom/Bath,Private room,249,3,87,2019-05-20
9038,"Village Life, 2-Bedroom, East Village",Private room,420,3,301,2019-05-12
44590,Beautiful Large Furnished Bedroom on UES,Private room,60,7,0,2019-01-24
39512,Great space minutes from Manhattan!,Private room,75,4,10,2019-03-18
46167,Comfy twin bed/Cosy apartment/East Harlem / Subway,Shared room,56,2,303,2019-03-06
32636,New York City - Upper West Side Apt,Private room,135,7,44,2019-01-31
47674,South Harlem Gem! 113th St & 8th Ave,Shared room,75,1,9,2019-03-12
39367,★Private Room Overlooking the Park★,Private room,99,10,83,2019-01-09
12778,Brooklyn Wildlife Loft rm 2,Shared room,40,1,75,2019-04-09
12341,Wildlife Loft Living room adventure,Shared room,25,1,358,2019-04-16
19418,Clean and Cute Shared Room in Very Safe Area,Shared room,38,1,55,2019-04-12
18207,Book Now & Save: Spend July in New York City!,Private room,59,1,0,2019-03-05
43914,Summer in the City,Private room,60,1,0,2019-06-10
38640,Master Bedroom  Ideal for 2 - Luxury for 1 !,Private room,75,5,365,2019-04-30
36112,Cute Bedroom in Clinton Hill,Private room,50,28,343,2019-05-31
23139,Clean & Sunny Clinton Hill/Bed room,Private room,50,30,253,2019-01-19
62,PRIVATE QUIET SUITE,Private room,78,3,95,2019-04-04
32507,Artsy Little Bedstuy Nook,Private room,45,30,95,2019-04-07
31876,"Glowing reviews, hip neighborhood",Private room,110,3,0,2019-06-23
19812,Convenient and private,Private room,52,3,0,2019-04-09
3123,Comfortable and Convenient,Private room,60,7,0,2019-05-14
15316,"Lovely room in East Williamsburg, NY",Private room,63,2,66,2019-02-27
31215,Private Entrance Charming Bedroom,Private room,75,2,333,2019-06-23
34447,Fantastic 1br in Astoria/LIC,Private room,69,7,365,2019-05-07
16360,Mi Casa Tu Casa Guesthouse Mexico ,Private room,85,2,363,2019-03-18
38681,Spain Room,Private room,105,1,365,2019-04-25
27797,Spacious Room/Great Location,Private room,60,5,232,2019-05-16
15640,Private Room w TV in East Village,Private room,95,5,320,2019-05-31
9513,NYC Brooklyn Sunset Park- Great Bed. Great House.,Private room,70,2,0,2019-02-14
45688,LOVELY  LARGE SUNNY ROOM    Sunset Park,Private room,55,7,312,2019-05-26
9081,"Brooklyn.  Room,  private bath & private entrance",Private room,70,22,173,2019-03-23
35522,Private room in Clinton Hill,Private room,86,2,35,2019-05-20
28926,Quiet central Williamsburg Loft room,Private room,90,5,0,2019-04-28
32436,Dear Potential Airbnb Guests.,Private room,96,3,364,2019-03-21
27971,"Beautiful & spacious apartment in Astoria, Queens",Private room,200,1,364,2019-03-02
15552,Quiet and Comfort Near Columbia University,Private room,95,2,320,2019-05-14
10473,Bohemian East Village Brownstone,Private room,80,3,217,2019-05-14
32407,Cozy East Village Brownstone,Private room,80,2,362,2019-01-19
44770,"Colorful, Sun-filled ""Gypsy Cave"" Bedroom in 3BR",Private room,75,2,62,2019-02-17
18871,Washington Heights/Inwood apartment,Private room,42,1,357,2019-06-10
46169,Cosy Inwood apartment,Private room,39,1,233,2019-03-11
15055,Sunny+Cozy Double bedroom in BKLYN!,Private room,60,1,19,2019-05-09
45026,"Fresh, Simple Sleep in Brooklyn!",Private room,53,1,90,2019-01-24
7081,Rustic charm in BKLYN // QUEEN Bed!,Private room,57,1,89,2019-05-07
39672,East Village Cozy Single Bed - Female Only,Shared room,79,1,0,2019-05-06
10556,"“L l,x w w.     XThank &mftkn.  .",Private room,150,7,365,2019-06-29
25705,Great Room In Mid Town New York NYC,Private room,140,7,296,2019-02-20
12134,A single room  that converts  with bathroom,Private room,125,7,309,2019-05-01
1700,Sunny Private BR Crown Hts Brooklyn,Private room,70,1,0,2019-02-24
35512,bedroom in big sunny loft (& Roof!),Private room,60,2,18,2019-04-21
42555,Bedroom in big sunny loft (& roof!),Private room,60,2,296,2019-05-10
10424,Private room in beautiful neighborhood in Brooklyn,Private room,50,3,0,2019-06-24
45200,"Clean Room, Central Location in Manhattan",Private room,120,1,240,2019-05-16
24548,Room in a cozy loft,Private room,100,3,355,2019-01-14
31603,room in a soho loft,Private room,100,3,361,2019-04-14
25799,Relaxed in New York,Private room,50,3,211,2019-03-24
45163,Bedroom for two in Chelsea,Private room,70,1,15,2019-03-11
24354,"Big 1st Meal, Kind Host, Ace Space",Private room,58,1,284,2019-05-05
27179,Large BED in Amazing LIVING SPACE,Shared room,55,1,84,2019-06-15
8555,Private RM 15min from the Manhattan,Private room,70,1,359,2019-01-16
2258,Summer Special Price Times Square,Private room,185,2,127,2019-06-01
36952,Spacious sunny bedroom - East Village (A),Private room,150,10,0,2019-03-04
20710,Spacious sunny bedroom (B) - East Village,Private room,150,2,0,2019-03-24
18506,"Verna's Brownstone  (no stove, no gatherings)",Private room,80,1,283,2019-01-02
22528,Great Apartment with luxurious bath in NYC/Chelsea,Private room,176,2,268,2019-01-25
3762,"Bright, Huge Room in 3 Bedroom Apt.",Private room,40,7,272,2019-02-06
4968,"Leelas Bright, Cosy, and furnushed room.",Private room,45,5,244,2019-03-10
37393,Beautiful Furnished Room!,Private room,39,30,168,2019-04-06
18342,"Cosy HUS Room, furnished & all utilities included!",Private room,39,7,310,2019-02-20
2625,Fully Furnished Luk Room including Air Conditiner!,Private room,40,31,130,2019-02-04
5680,Cozy Sm Room Furnished!,Private room,47,5,272,2019-04-30
38959,You take living or bedroom!,Shared room,60,7,362,2019-04-18
25211,Two Comfy Rooms in Park Slope,Private room,89,1,24,2019-06-22
48501,Cozy Room in Park Slope,Private room,59,1,22,2019-06-16
29955,Comfy Room in Park Slope,Private room,69,1,22,2019-06-25
22631,Bright Top-Floor Suite in Park Slope,Private room,99,7,36,2019-06-26
548,Greenpoint - with your own space!,Private room,72,4,71,2019-06-21
31292,Private Room in Large Apt w/ Gorgeous Park View,Private room,85,2,72,2019-05-26
32521,Manhattan & Time Square in 30 minutes. Back room.,Private room,35,5,250,2019-05-24
20973,Time Square in 30 minutes. Front room.,Private room,45,5,250,2019-02-06
31374,Manhattan &Time Square Less than 30min 1st floor.,Private room,32,5,266,2019-05-13
24612,Beautiful Single Bedroom 30 min to Manhattan.,Private room,40,5,297,2019-04-12
13211,Chic Brooklyn Apt.- Private Room,Private room,80,2,159,2019-05-09
38391,Private Room & Bath in Brooklyn!,Private room,95,2,354,2019-02-21
160,Romantic room with private entrance,Private room,90,4,283,2019-04-15
19212,Cozy room with private entrance in Harlem.,Private room,145,1,113,2019-05-30
46859,Beautiful duplex on Bowery,Private room,85,3,5,2019-01-07
16532,Quiet room with desk in 2BR spacious brownstone,Private room,70,2,13,2019-06-12
7797,Large Bedroom in 2BR spacious brownstone,Private room,67,3,0,2019-02-01
21434,Astoria Heights Gorgeous Guest Bedroom,Private room,73,1,363,2019-03-20
44299,Private Room & Balcony in New York,Private room,85,2,0,2019-02-16
2085,Cosy room in a cool Williamsburg Apt,Private room,60,2,0,2019-03-14
11647,Private room in Prime Soho/Nolita location,Private room,89,3,190,2019-01-17
32642,Private room in Prime Soho/Nolita location,Private room,89,12,332,2019-04-23
4032,ART HOUSE VAULT,Private room,60,1,26,2019-01-08
45532,ART HOUSE BIGGIE SMALL,Private room,40,1,118,2019-04-04
30765,Private Rm for 1 in Historic Harlem,Private room,70,28,365,2019-06-23
45442,Private Rm for 1 in Prime Harlem,Private room,60,3,365,2019-03-16
12085,Sunny Room w/Master Bathroom in NYC,Private room,100,7,365,2019-05-25
24046,FOODIE HAVEN -ENJOY THE REAL NYC :),Private room,125,2,216,2019-04-11
4016,Andy Phillips,Private room,99,5,250,2019-04-25
2350,spacious PARK SLOPE room available ,Private room,40,90,311,2019-02-07
24414,ONE BIG PARK SLOPE ROOM starting MARCH - MAY 2019,Private room,42,90,0,2019-01-13
10374,Manhattan NYC - The Blue Room,Private room,47,3,285,2019-02-14
46010,Brooklyn: Close-In With Character ,Private room,90,14,336,2019-04-12
34999,Cozy North Park Slope Apartment,Private room,130,2,0,2019-04-04
13497,large Private room in UWS New York,Private room,135,3,219,2019-02-09
9719,Private room in a townhouse in NYC,Private room,133,1,281,2019-03-12
23274,Private room in Brooklyn,Private room,65,1,0,2019-06-04
21386,Private room/bedroom in Park Slope/Gowanus BK,Private room,49,1,98,2019-04-02
19724,Lovely garden bedroom in Greenpoint,Private room,99,5,0,2019-04-10
19390,Spacious Private Room -East Village,Private room,109,2,231,2019-04-27
30506,furnished br in 2 br share in WV,Private room,64,5,0,2019-03-10
2059,Family Owned & Operated Brownstone,Private room,60,3,189,2019-02-23
43742,1 BR 1/2 block to A/B/C/D trains,Private room,48,14,287,2019-03-15
11337,Bright room in Brooklyn,Private room,105,1,88,2019-03-25
26945,Large  room in 2/1 on park w/2day discounts,Private room,94,1,218,2019-01-13
43102,Quiet & Convenient Upper East Side ,Private room,115,3,0,2019-02-20
32265,MODERN/ SUBWAY/TERRACE/LOFT/ LARGE MASTER BEDROOM,Private room,152,5,241,2019-02-13
6082,private spacious sunny bedroom,Private room,50,30,205,2019-05-15
9129,Oasis in the West Village,Private room,89,30,282,2019-01-22
5264,COMFORTABLE NYC RETREAT & Breakfast,Private room,89,1,47,2019-06-14
22411,Quiet/Clean minutes to Manhattan,Private room,65,2,332,2019-06-07
29195,Single Room in 2 bedroom apt.,Private room,64,2,318,2019-05-17
2802,Gorgeous Large Sunny Room - Upper Manhattan,Private room,80,2,249,2019-04-22
17673,Huge Private Sunny Bedroom in NYC,Private room,125,56,365,2019-05-08
27146,Cozy Greenpoint Accommodation,Private room,55,7,308,2019-04-17
11175,Nolita: 1BR with private bathroom,Private room,100,15,197,2019-05-07
14250,Room with a sunrise view over colored rooftops,Private room,35,30,317,2019-03-12
23642,LARGE light filled loft/apt! PRIME Williamsburg.✨,Private room,117,2,88,2019-04-17
46563,Amazing View from Contemporary Loft,Shared room,80,1,365,2019-01-22
36769,Comfortable Central Park North Rm,Private room,125,1,301,2019-05-04
46598,Best Chelsea Street. Beautiful Room. Superhost.,Private room,125,2,53,2019-01-03
30345,Hostess Dawn in Brooklyn.,Private room,89,2,365,2019-04-03
26971,Fantastic 1 BR in massive share.,Private room,60,1,0,2019-04-11
1031,Central Park Room/Bath with a View!,Private room,85,3,0,2019-06-03
40858,Sexy Bedroom near Central Park!,Private room,79,1,106,2019-01-17
9605,Comfy Couch in a nice and safe apt!!,Shared room,69,1,103,2019-05-31
14245,Perfect room/Great Safe Location 20mins to TimesSq,Private room,81,1,223,2019-02-20
19140,beautiful spacious room,Private room,55,1,356,2019-01-18
31759,Nice bedroom,Private room,60,1,329,2019-01-06
25589,PRIVATE ROOM IN NYC ARTIST LOFT,Private room,65,2,307,2019-06-13
32151,Sunny room - Prime Location,Private room,80,1,0,2019-05-21
6154,Creative Hub in Upper Manhattan,Private room,90,1,189,2019-06-17
3590,Sunny Bedroom in Clinton Hill,Private room,75,3,318,2019-06-12
31397,Clean & Quiet Apartment.,Shared room,50,1,0,2019-01-29
24433,1 room available for rent in 3 bedroom.,Private room,103,8,2,2019-06-09
14399,One bedroom July 1- Decemb (Phone number hidden by Airbnb) p.mo .,Private room,50,90,0,2019-04-12
48049,One family  house sublet August 1st to August 31,Private room,160,30,39,2019-02-15
43287,Beautiful East Village Apt,Private room,148,3,365,2019-03-11
9902,The Green Room: Your NYC Adventure starts here,Private room,69,2,124,2019-05-02
45640,Summer Porch: Taking Manhattan? Sleep in Astoria!,Shared room,45,2,38,2019-01-07
44649,Large room in Washington Heights,Private room,55,5,218,2019-01-05
45502,Private 2 bedroom Midtown Manhattan,Private room,240,4,21,2019-06-05
40836,Rm #1 River view Hamilton Heights,Private room,95,7,365,2019-02-03
24778,Just like home & more in Rm #2,Private room,65,7,332,2019-06-05
7258,Williamsburg Penthouse Hideaway,Private room,105,1,69,2019-04-03
34394,Williamsburg Penthouse Guestroom,Private room,105,1,59,2019-02-08
21653,Newly Renovated West Village Privat,Private room,135,1,365,2019-06-20
17725,"Cozy, friendly, 3 min from subway.",Shared room,35,5,0,2019-03-24
44147,"Cozy, friendly, 3 min from subway!",Shared room,35,5,0,2019-02-22
25056,"Private room, minutes from subway!",Private room,44,5,0,2019-03-26
37319,Lg private room minutes from subway,Private room,45,5,0,2019-03-28
28553,Private bedroom (15 min Manhattan).,Private room,60,3,294,2019-01-12
45001,SUNNY AND COZY BEDROOM IN BROOKLYN!,Private room,38,5,0,2019-05-12
2374,A Crown Heights Holiday ,Private room,65,1,0,2019-04-08
11409,Big Private Room w/ AC & 5 Blocks to 1 Train,Private room,72,30,179,2019-06-01
36524,Stuyvesant Heights Apt mins 2 City,Private room,59,3,100,2019-06-25
9961,ROOM 1,Private room,43,3,320,2019-06-07
18064,Cozy Retreat in Brooklyn Apartment,Private room,75,2,312,2019-02-28
3465,Large Sunny Room in Brooklyn,Private room,70,3,0,2019-04-18
22745,Private room 2nd Fl near C&A line and 15mins JFK,Private room,42,3,355,2019-06-21
25856,"Private room great for single travelers,  near JFK",Private room,60,2,357,2019-05-14
37354,Private Room In a Modern Loft,Private room,99,6,252,2019-05-21
14423,Private Room With a Balcony In a Modern Loft,Private room,89,6,260,2019-04-22
26961,Private Room in Williamsburg!,Private room,135,4,365,2019-04-25
1198,Simple Spacious Uptown Bedroom,Private room,58,5,242,2019-01-19
24810,Sunny Beach House type room on UWS,Private room,95,3,207,2019-03-03
43329,Designer amazing room in NYC!!,Private room,95,5,252,2019-05-15
10427,nice room in bedstuy N,Private room,65,1,345,2019-01-23
44480,nice room in bedstuy I,Private room,65,1,313,2019-01-04
5879,nice room in bedstuy H,Private room,55,1,318,2019-02-02
6508,nice room in bedstuy M,Private room,60,1,321,2019-02-07
5960,nice room in bedstuy K,Private room,45,1,236,2019-03-11
22632,nice room in bedstuy J,Private room,55,1,285,2019-03-01
31880,small room in bedstuy P,Private room,55,1,334,2019-05-17
9859,nice room in bedstuy L,Private room,55,1,343,2019-03-31
33253,nice room in bedstuy B,Private room,61,1,314,2019-03-30
7180,nice room in bedstuy A,Private room,60,1,305,2019-02-27
196,nice room in bedstuy D,Private room,55,1,307,2019-02-15
18790,nice room in bedstuy F,Private room,70,1,359,2019-03-30
7803,nice room in bedstuy G,Private room,45,1,305,2019-02-23
3174,nice room in bedstuy E,Private room,45,1,188,2019-03-24
40540,BEAUTIFUL UPPER WEST SIDE SANCTUARY,Shared room,165,3,363,2019-02-27
13714,Private room for labor day weekend,Private room,110,1,0,2019-02-23
16795,ABSOLUTELY GORGEOUS $10MILLION LOFT w/BASQUIAT,Private room,120,5,66,2019-03-26
21886,1 Bedroom avail in BK 3BD w/ porch,Private room,75,1,0,2019-06-24
12455,1 Guest Room in New Condo,Private room,200,1,0,2019-02-09
18948,Private room minutes from midtown!,Private room,60,2,213,2019-06-16
35386,Your private bedroom in the Upper East Side!,Private room,150,3,0,2019-06-09
28604,Adorable Williamsburg room!,Private room,112,2,0,2019-06-22
8234,Cozy and bright bedroom in South Williamsburg,Private room,75,2,0,2019-03-15
44296,PRIVATE BEDROOM IN COMFY & CHIC UWS APT!,Private room,140,5,16,2019-06-18
26782,Artists' Haven in Williamsburg,Private room,125,2,364,2019-06-01
23163,"Marcel the Shell with Shoes On or Off, Whatever",Private room,1500,1,0,2019-05-28
18202,Great Room and Private Bathroom,Private room,115,2,288,2019-01-29
17660,Two Bedrooms and Private Bathroom,Private room,175,2,334,2019-05-13
28800,beautiful ROOM in a DREAM APARTMENT,Private room,50,1,14,2019-06-28
10188,2 Bedroom Apartment in the East Village,Private room,109,5,22,2019-02-08
45868,A real home on the UWS.,Private room,150,1,364,2019-04-07
18065,Deep House in Bed Stuy,Private room,133,7,0,2019-04-28
3793,ALL YOU NEED!! HK/TIME SQ./THEATER (READ REVIEWS),Private room,169,2,340,2019-01-12
37340,PROSPECT HEIGHTS LARGE PRIVATE ROOM,Private room,48,25,311,2019-04-18
8871,NYC - CLINTON HILL - FURNISHED ROOM,Private room,55,1,343,2019-01-26
45076,NYC - furnished room - Greenpoint ,Private room,45,4,88,2019-03-17
37342,Spacious Guest Room in Brownstone,Private room,75,3,255,2019-04-20
12812,Lovely Guestroom in Brownstone,Private room,75,3,292,2019-02-17
3353,"Private Room in Woodside, Queens: Good Deal!",Private room,79,2,353,2019-06-11
