review_id,number_of_reviews,last_review,reviews_per_month
15747,43,11/1/2018,1.37
5363,75,6/27/2018,1.31
5370,1,4/28/2019,0.42
5373,3,7/26/2016,0.08
5374,169,12/30/2018,2.88
5376,14,8/26/2017,0.28
5377,64,9/26/2018,1.16
5383,177,6/21/2019,3.01
5384,1,9/18/2014,0.02
5385,199,7/6/2019,3.42
5387,11,1/2/2019,0.19
30124,1,3/19/2018,0.06
5391,20,11/9/2018,0.34
6727,12,4/28/2019,0.37
5396,16,7/1/2019,0.27
5520,3,11/10/2015,0.05
5406,172,7/1/2019,2.93
5415,265,1/6/2019,4.5
5416,46,8/24/2017,0.79
31485,4,6/1/2019,0.35
5427,3,12/1/2017,0.07
5430,30,5/26/2019,0.52
5652,19,7/6/2019,0.33
12311,17,6/9/2019,0.49
5436,171,6/16/2019,2.93
5437,6,6/13/2019,0.1
5440,65,7/5/2019,1.12
7446,12,6/30/2019,0.24
5451,4,10/29/2015,0.07
5456,46,6/23/2017,1.15
5458,5,7/7/2019,5.0
5460,22,1/2/2018,0.43
5461,135,6/16/2019,2.31
5465,22,10/14/2018,0.38
5467,10,10/1/2017,0.2
5468,1,9/21/2014,0.02
5469,1,6/5/2015,0.02
5471,8,5/21/2015,0.14
5475,21,11/2/2017,0.36
5476,108,6/28/2019,1.84
5485,15,2/16/2019,0.26
5486,25,5/30/2019,0.53
5489,58,6/1/2019,0.99
5493,5,5/26/2017,0.14
5496,49,6/19/2019,1.4
5497,22,6/4/2019,0.38
5501,33,12/28/2015,0.56
5502,125,6/16/2019,2.14
5536,71,6/11/2019,1.21
5503,151,1/19/2019,2.58
6313,88,12/31/2018,1.6
9102,184,2/10/2019,3.86
5504,50,6/25/2019,1.35
7891,39,6/20/2019,0.86
10938,57,6/24/2019,1.25
5505,52,5/22/2019,2.21
5506,1,6/2/2016,0.03
5510,26,6/20/2019,0.45
5512,24,5/31/2019,0.41
5609,11,1/1/2018,0.19
32250,4,5/26/2019,0.32
32447,4,5/24/2019,0.45
34697,2,5/18/2019,0.97
5516,45,10/5/2016,0.82
5518,1,6/7/2015,0.02
5519,14,4/11/2019,0.41
19233,23,6/29/2018,0.81
5535,2,8/26/2016,0.06
5537,32,6/9/2019,0.56
5538,12,10/16/2016,0.2
5548,18,4/27/2019,0.34
5555,11,6/22/2019,0.2
5587,11,11/5/2016,0.19
5626,20,5/25/2019,0.35
5933,1,8/10/2015,0.02
5935,13,12/1/2016,0.23
5562,8,1/15/2015,0.14
5566,2,12/31/2015,0.05
5567,56,6/30/2019,0.96
9698,27,6/21/2019,0.56
5570,10,12/1/2018,0.36
5571,18,7/1/2019,0.42
5572,36,6/21/2019,2.69
5573,139,6/27/2019,3.64
9735,7,6/9/2019,0.15
5577,45,6/22/2019,0.77
5581,4,9/11/2016,0.07
5584,109,7/4/2019,1.88
5586,113,6/21/2019,3.99
5591,10,8/17/2016,0.21
5592,12,1/1/2018,0.21
5598,8,6/7/2019,0.43
5602,8,7/25/2016,0.14
23180,1,8/5/2018,0.09
5613,5,8/26/2017,0.11
5614,86,1/15/2019,1.48
6331,122,6/29/2019,2.19
5615,82,2/1/2018,1.53
5618,202,7/1/2019,3.74
5619,1,9/23/2014,0.02
5628,23,8/31/2018,0.4
5631,12,8/4/2018,0.22
5632,24,6/19/2017,0.41
5637,394,6/30/2019,6.79
5642,1,11/28/2014,0.02
5643,87,6/13/2019,2.01
5644,4,8/5/2017,0.07
5645,125,6/27/2019,2.15
5663,92,7/6/2019,1.58
5670,108,6/28/2019,2.14
5707,102,7/6/2019,1.88
7155,115,6/30/2019,2.2
5648,81,6/29/2019,1.39
5649,7,5/11/2017,0.12
5650,1,11/3/2014,0.02
5654,5,8/15/2016,0.09
5655,5,5/19/2016,0.1
5657,17,6/30/2019,0.31
5658,32,11/10/2015,0.55
5659,357,6/22/2019,6.19
5723,350,6/24/2019,6.05
5809,351,6/24/2019,6.09
5668,1,4/15/2016,0.03
5669,38,9/30/2018,0.76
31173,4,4/12/2019,0.4
22670,5,5/11/2019,0.2
5676,12,6/2/2019,0.21
5678,20,1/21/2016,0.35
5680,34,5/23/2019,1.0
5682,1,5/9/2015,0.02
5685,229,6/24/2019,3.94
5689,360,7/7/2019,6.22
5692,76,6/24/2019,1.31
39122,4,6/11/2019,2.55
5696,7,7/31/2016,0.12
14769,2,3/26/2016,0.05
5703,10,4/19/2016,0.17
16226,23,11/14/2017,0.62
5911,63,6/17/2019,1.68
5730,319,6/25/2019,5.6
44833,5,6/23/2019,4.17
5734,11,6/2/2019,0.81
31870,11,6/14/2019,0.8
5739,7,3/5/2019,0.14
5745,4,8/27/2018,0.07
6193,2,8/26/2017,0.04
6332,4,2/14/2018,0.08
6341,5,12/30/2018,0.11
7395,8,9/21/2018,0.16
8063,4,11/24/2018,0.15
9432,3,5/6/2019,0.08
15838,1,9/8/2017,0.04
23128,1,10/2/2017,0.05
5749,129,6/16/2019,2.24
5754,110,6/23/2019,1.96
5755,1,7/10/2015,0.02
5756,52,5/27/2019,1.12
5761,23,6/1/2019,0.55
5766,46,7/5/2019,1.33
5780,13,7/1/2019,0.37
18049,10,10/27/2017,0.29
32630,14,3/12/2019,1.18
5781,2,6/10/2015,0.03
5782,140,7/6/2019,2.45
5786,126,7/1/2019,2.92
5787,121,6/22/2019,2.68
12328,113,6/3/2019,2.89
15719,104,6/30/2019,2.68
5789,1,5/17/2016,0.03
5790,37,5/28/2019,0.73
7255,49,6/2/2019,0.95
5797,91,12/29/2018,3.64
5804,2,11/9/2014,0.03
5807,2,6/22/2016,0.04
5823,1,10/26/2014,0.02
5825,7,12/8/2016,0.2
5826,45,5/22/2019,0.79
5828,5,7/27/2018,0.27
34256,2,1/2/2019,0.25
5835,33,6/6/2019,1.98
5840,46,6/3/2019,0.9
5842,15,4/13/2019,0.26
5845,64,6/30/2019,1.26
5853,20,1/1/2018,0.36
19092,3,8/3/2018,0.21
5864,2,5/23/2019,0.05
5870,14,7/6/2016,0.25
5871,3,7/6/2019,0.22
5873,12,1/3/2019,0.47
5872,153,6/14/2019,2.66
5938,158,6/24/2019,2.77
6133,130,6/21/2019,2.32
6182,89,8/16/2018,1.57
10623,45,5/21/2019,0.97
10627,70,6/21/2019,1.51
10650,62,11/25/2018,1.34
10651,73,5/10/2019,1.57
22037,81,5/27/2019,2.99
22979,41,6/14/2019,1.57
5874,33,10/30/2017,0.59
5877,1,10/21/2015,0.02
5878,1,11/27/2015,0.02
5879,9,11/24/2017,0.16
5881,47,2/4/2019,0.82
5890,14,4/20/2019,0.55
23942,17,12/20/2018,0.7
5898,14,10/25/2015,0.24
5899,9,10/18/2015,0.16
5901,10,1/1/2019,0.2
22283,8,11/2/2018,0.35
5907,1,11/10/2014,0.02
5914,1,1/5/2015,0.02
5916,12,12/19/2016,0.21
5918,1,6/29/2016,0.03
5919,1,11/4/2014,0.02
5924,1,6/23/2019,1.0
5927,3,7/9/2016,0.07
5930,4,5/26/2019,1.85
5939,56,6/1/2019,0.98
6308,59,6/30/2019,1.06
5941,4,3/25/2019,0.11
5946,1,3/16/2016,0.02
5947,45,6/15/2019,0.88
7611,47,5/20/2019,0.93
5949,53,6/17/2019,1.23
5952,12,6/10/2019,0.37
5953,83,6/2/2019,1.57
6111,66,6/15/2019,1.27
5958,56,5/27/2019,1.1
6026,48,6/17/2019,0.94
5959,22,2/10/2018,0.63
5961,8,8/20/2016,0.17
6947,1,11/11/2015,0.02
5966,7,1/6/2016,0.12
5968,114,6/24/2019,2.0
5986,126,6/29/2019,2.61
5990,21,6/10/2019,0.54
5991,102,6/16/2019,1.79
5993,6,1/2/2019,0.12
5995,9,11/19/2017,0.19
11956,2,4/26/2018,0.06
5997,10,7/1/2019,0.61
6000,14,11/5/2018,0.28
6010,26,6/25/2019,0.47
6020,150,6/28/2019,3.19
6022,4,6/12/2016,0.09
6023,20,6/30/2019,0.43
6032,35,10/28/2018,0.62
6269,37,10/15/2018,0.66
6039,6,5/28/2019,0.17
19745,1,5/8/2019,0.48
32481,2,6/30/2019,0.32
39688,3,7/1/2019,0.68
6042,219,6/28/2019,3.88
6518,186,6/16/2019,3.39
6056,11,1/10/2019,0.19
6057,2,4/28/2015,0.04
6808,9,5/20/2015,0.17
6058,211,7/5/2019,3.72
6059,4,9/16/2015,0.08
6060,15,3/23/2018,0.29
6069,2,1/1/2016,0.04
6074,2,6/27/2017,0.04
6075,11,10/11/2015,0.19
6083,9,5/6/2016,0.2
6085,64,7/24/2017,1.15
11243,6,6/14/2017,0.13
6090,2,11/15/2015,0.04
6094,22,1/3/2017,0.47
6099,1,5/23/2019,0.64
6100,3,7/14/2016,0.05
811,1,8/30/2016,0.03
6106,146,6/10/2019,2.59
13736,80,12/28/2018,2.29
40364,15,5/18/2019,3.36
40366,1,3/14/2019,0.26
6113,18,10/29/2018,0.35
6114,109,6/21/2019,2.15
6119,105,6/21/2019,2.11
7217,199,7/2/2019,4.15
6124,170,6/20/2019,5.9
6126,4,4/11/2018,0.07
10214,2,6/22/2019,0.22
6127,4,6/11/2016,0.07
6132,21,1/1/2018,0.38
7532,34,1/23/2017,0.66
6144,22,7/2/2019,0.96
6877,37,5/27/2019,0.72
7528,18,9/26/2016,0.36
6145,24,6/30/2019,0.44
6151,54,6/26/2019,1.4
6152,3,7/10/2018,0.05
6156,356,6/23/2019,6.31
6158,426,6/17/2019,7.53
6235,21,7/27/2017,0.38
7916,466,6/22/2019,9.16
26165,38,12/6/2018,1.81
6159,77,6/11/2019,1.4
6160,37,5/19/2019,0.67
6817,91,6/17/2019,1.78
7582,61,6/26/2019,1.17
10258,38,6/16/2019,1.12
18352,22,6/22/2019,0.63
6167,15,6/11/2019,0.27
6172,186,7/7/2019,3.33
6175,91,6/1/2019,1.86
6186,6,11/5/2018,0.14
3767,1,10/9/2015,0.02
6191,70,6/8/2019,1.37
6208,100,7/4/2019,3.21
21350,61,6/23/2019,2.4
34831,22,7/3/2019,3.13
6214,38,7/7/2019,2.06
6215,7,6/2/2015,0.14
6221,46,3/17/2019,0.83
6224,2,2/7/2016,0.05
6228,224,7/3/2019,4.44
6230,50,6/15/2019,1.08
6244,2,12/25/2017,0.1
6247,57,6/10/2019,1.03
6253,5,4/26/2016,0.09
6255,1,10/24/2015,0.02
6270,14,10/6/2018,0.37
6535,32,10/7/2018,0.55
6272,4,10/26/2016,0.07
6292,38,6/15/2019,0.68
6275,2,8/8/2015,0.04
6278,92,5/20/2019,1.64
6280,9,10/16/2017,0.18
6281,2,12/29/2017,0.04
6285,9,12/30/2018,0.16
6288,4,2/22/2018,0.13
6290,14,9/25/2017,0.25
6293,13,6/27/2019,0.27
6297,40,6/25/2019,2.88
6298,3,5/19/2019,0.23
6310,10,4/15/2019,0.21
6311,21,12/30/2017,0.38
7071,14,4/3/2019,0.27
26842,5,1/14/2018,0.25
4554,3,7/3/2015,0.05
5824,1,1/3/2015,0.02
6328,18,1/11/2017,0.33
6396,74,6/26/2019,1.38
6330,18,6/30/2019,0.35
6333,148,7/3/2019,2.88
6352,6,9/1/2015,0.11
3613,3,1/2/2016,0.05
40482,1,5/13/2019,0.52
6354,222,6/17/2019,3.99
6357,7,6/7/2016,0.14
6358,7,9/28/2016,0.13
6360,68,5/19/2019,1.31
6364,38,5/14/2019,0.78
14764,12,10/27/2018,0.32
5758,1,12/27/2014,0.02
6369,120,1/4/2018,2.47
14873,1,6/24/2016,0.03
4766,3,1/3/2016,0.05
6374,41,6/25/2019,0.81
3939,3,7/13/2015,0.05
6378,10,5/26/2018,0.18
15178,2,4/8/2016,0.05
6388,1,8/22/2015,0.02
6391,58,12/9/2018,1.05
6393,23,4/1/2019,0.42
6397,4,8/31/2015,0.08
6398,1,12/8/2014,0.02
6401,24,6/17/2016,0.44
6408,19,5/26/2019,0.54
6409,3,2/4/2015,0.05
6414,8,5/21/2018,0.16
6416,1,1/11/2016,0.02
6432,15,9/9/2018,0.29
39246,2,5/2/2019,0.34
6434,1,1/6/2015,0.02
6441,13,11/22/2017,0.24
6445,10,4/22/2019,0.2
6447,9,1/1/2019,0.19
6454,4,6/2/2017,0.08
3435,1,1/8/2015,0.02
6457,72,10/16/2018,1.3
6458,3,7/15/2015,0.05
6462,1,9/14/2015,0.02
7287,1,8/9/2015,0.02
6469,19,8/26/2016,0.39
6475,93,6/22/2019,1.82
6478,193,7/5/2019,8.21
6480,262,6/9/2019,4.73
6482,4,1/13/2018,0.1
6485,73,8/25/2018,1.51
6487,16,4/30/2019,0.3
6488,4,11/27/2015,0.08
9045,11,5/29/2019,0.25
6493,139,6/18/2019,2.53
6502,248,7/5/2019,4.65
6503,10,5/31/2019,0.2
6506,132,6/23/2019,2.7
7637,153,7/5/2019,3.0
7824,9,5/21/2017,0.2
6511,8,9/2/2016,0.15
6513,2,9/9/2015,0.04
1772,2,6/26/2015,0.04
6515,15,6/29/2019,0.33
11159,38,4/30/2019,0.83
6517,19,11/13/2016,0.5
6520,45,11/19/2018,0.85
6526,4,4/1/2019,0.1
6527,17,6/2/2019,0.34
8340,4,6/15/2017,0.09
8355,25,1/3/2019,0.53
8431,11,5/31/2019,0.24
11122,2,11/30/2018,0.06
6525,2,4/27/2018,0.11
18273,23,5/27/2019,0.66
18275,19,6/30/2019,0.55
18276,42,7/2/2019,1.22
513,1,1/1/2016,0.02
6539,8,1/5/2019,0.15
6956,14,5/26/2018,0.27
6540,102,6/11/2019,1.84
6543,3,7/11/2018,0.23
6544,28,6/22/2019,0.61
6548,2,1/10/2015,0.04
6550,24,6/3/2019,0.45
6556,125,7/3/2019,3.26
6557,2,2/12/2018,0.09
6629,47,5/6/2019,0.85
6561,39,7/2/2019,0.8
9022,12,4/29/2019,0.26
25969,103,7/1/2019,4.71
6562,8,6/25/2017,0.15
2296,1,1/1/2015,0.02
6571,41,7/24/2016,0.77
6572,151,7/2/2019,2.75
6581,6,5/23/2019,0.2
6592,3,10/8/2018,0.08
6596,188,7/3/2019,4.01
6611,55,7/7/2019,1.21
6618,1,7/8/2015,0.02
6620,6,5/31/2019,0.15
6621,8,3/13/2019,0.19
31748,2,9/28/2018,0.14
6623,50,6/5/2019,2.26
25863,41,5/31/2019,1.88
29763,34,5/29/2019,1.99
6625,21,10/6/2018,0.41
6630,5,1/6/2016,0.09
6634,7,5/31/2016,0.13
6638,2,8/29/2016,0.06
6639,23,6/29/2019,0.43
6641,134,5/23/2019,2.48
6646,5,6/8/2017,0.14
6648,3,11/9/2018,0.21
6651,5,11/3/2015,0.11
6238,6,1/1/2017,0.11
5746,1,7/7/2016,0.03
6661,58,6/14/2019,1.15
6665,39,6/13/2019,0.71
6667,9,6/30/2019,0.19
6668,39,6/16/2017,0.91
6669,34,7/2/2019,0.71
4184,1,5/19/2015,0.02
6672,2,7/2/2018,0.07
6673,7,5/14/2018,0.22
6677,1,6/22/2015,0.02
6686,19,11/15/2018,0.35
24462,7,7/25/2017,0.29
6687,13,6/14/2016,0.24
15215,3,5/30/2016,0.08
6707,1,9/15/2018,0.1
14259,2,9/17/2016,0.05
19329,7,10/31/2018,0.33
6711,24,5/18/2019,0.46
42680,3,6/2/2019,0.96
6714,4,7/13/2018,0.27
6719,157,6/23/2019,2.95
6728,168,6/30/2019,3.11
6729,51,6/11/2019,0.93
32537,10,6/8/2019,0.76
6732,6,5/20/2019,0.12
6735,10,1/2/2017,0.18
6793,8,8/28/2017,0.15
6739,88,5/27/2019,2.03
6970,13,5/16/2019,0.33
14300,10,1/17/2019,0.25
6743,116,5/25/2019,2.1
6750,2,4/25/2015,0.04
6761,19,7/5/2019,0.35
6762,27,8/9/2018,0.5
6763,2,6/2/2015,0.04
6764,141,6/24/2019,2.77
18461,86,6/19/2019,2.63
6765,11,4/12/2019,0.2
10540,13,5/4/2019,0.28
6766,2,6/29/2019,2.0
21367,12,5/14/2019,0.58
8399,37,6/15/2019,0.76
8942,14,1/2/2019,0.29
6777,2,8/12/2018,0.17
30993,3,12/7/2018,0.26
31406,2,5/19/2019,0.21
31844,2,2/6/2019,0.17
26668,1,12/11/2018,0.14
6786,5,6/17/2017,0.13
6790,1,12/31/2015,0.02
6796,42,7/1/2019,0.82
6803,1,2/20/2015,0.02
24776,13,10/21/2017,0.56
6812,55,6/23/2019,4.16
6813,29,6/4/2019,0.6
6816,32,6/23/2019,0.72
6814,318,6/24/2019,5.78
6815,25,6/28/2019,0.5
6823,1,9/29/2015,0.02
6824,16,9/30/2017,0.37
7671,44,6/10/2019,1.15
15190,41,6/23/2019,1.07
6828,180,6/17/2019,3.37
6832,36,6/18/2019,0.8
6866,80,6/24/2019,1.49
19808,46,6/16/2019,1.45
19811,7,6/30/2018,0.23
32008,1,5/20/2019,0.6
6833,56,1/1/2019,1.18
22603,4,4/29/2018,0.19
6841,203,6/28/2019,3.89
17663,147,7/7/2019,4.24
6842,176,6/21/2019,3.39
6849,277,6/23/2019,5.44
9264,222,6/20/2019,4.56
6843,171,1/14/2018,3.43
20270,47,6/23/2019,1.5
6844,44,6/23/2019,1.26
6853,9,12/16/2016,0.17
6854,1,10/16/2018,0.11
10058,19,9/16/2018,0.41
6856,2,2/23/2015,0.04
6860,30,4/14/2019,0.56
6864,99,6/28/2019,2.06
6883,79,6/29/2019,2.06
6867,3,9/29/2015,0.06
6870,33,6/11/2019,0.66
6875,70,6/30/2019,1.38
6876,1,10/28/2015,0.02
6882,46,6/14/2019,0.91
6886,1,9/21/2015,0.02
6887,49,7/2/2019,4.45
6889,2,5/21/2016,0.05
6893,43,11/19/2018,0.82
6898,28,5/22/2019,0.55
6897,3,5/19/2019,0.06
26107,4,5/18/2018,0.2
6899,24,5/31/2017,0.52
6900,5,3/28/2019,0.47
6901,27,7/5/2019,0.5
6903,15,6/14/2019,0.57
6904,5,10/7/2015,0.09
6915,8,7/7/2019,0.16
6916,95,7/2/2019,2.37
14735,75,4/7/2019,1.87
14775,105,6/17/2019,2.61
14904,89,7/3/2019,2.35
14977,108,7/7/2019,2.71
16378,87,6/4/2019,2.35
19721,91,6/30/2019,2.82
20005,106,6/30/2019,3.36
6923,49,6/15/2019,0.9
6931,95,5/20/2019,1.75
6932,43,6/22/2019,0.8
6933,43,5/28/2019,0.81
6937,22,3/20/2019,0.64
26035,1,9/25/2017,0.05
6938,36,6/4/2019,0.71
9434,86,6/6/2019,1.82
6945,29,6/12/2019,0.62
6948,14,5/26/2019,0.28
6950,153,6/25/2019,2.9
6953,33,6/26/2019,2.75
6959,175,6/16/2019,3.27
30019,58,6/23/2019,3.55
6961,1,4/21/2016,0.03
6962,307,6/29/2019,5.66
6963,80,6/16/2019,1.57
6964,155,6/20/2019,3.39
6966,3,10/5/2015,0.06
6974,25,6/8/2019,0.51
6978,1,8/31/2016,0.03
6982,39,6/24/2019,0.77
6989,12,1/3/2019,0.35
6991,18,3/3/2019,0.66
6993,1,8/26/2018,0.09
6994,19,6/29/2019,0.61
6996,1,2/16/2016,0.02
34909,2,9/13/2018,0.19
7010,430,7/3/2019,13.45
20247,510,7/6/2019,16.22
21358,417,7/7/2019,14.36
21902,224,7/6/2019,7.96
22301,436,7/8/2019,16.03
7014,78,6/2/2019,1.68
7015,38,6/21/2019,0.77
8191,159,6/30/2019,3.17
35406,29,6/21/2019,2.87
42776,8,6/9/2019,2.79
7016,167,5/22/2019,3.21
7018,104,6/23/2019,2.16
7020,20,4/6/2019,0.37
7021,3,5/17/2015,0.06
7025,8,10/16/2016,0.22
7034,61,4/24/2019,1.16
7039,28,12/8/2018,1.13
7040,205,6/21/2019,3.86
7604,157,6/8/2019,3.04
29120,41,6/22/2019,2.24
7041,21,7/17/2016,0.43
7051,21,5/18/2019,0.4
7053,38,6/12/2019,1.06
7057,5,12/2/2017,0.11
7231,1,9/30/2016,0.03
7234,2,7/31/2015,0.04
7320,1,3/30/2019,0.29
7321,2,5/7/2016,0.04
7401,4,11/3/2018,0.08
7403,5,5/13/2017,0.1
7444,3,3/2/2019,0.06
8670,2,9/22/2018,0.06
8671,1,11/28/2015,0.02
8915,3,2/2/2019,0.07
8917,3,8/18/2018,0.06
10062,1,5/28/2016,0.03
10066,4,8/18/2018,0.13
10068,2,5/13/2017,0.06
10069,3,8/18/2018,0.07
10070,4,9/27/2018,0.11
18526,1,2/18/2017,0.03
18808,1,8/5/2017,0.04
18810,2,2/9/2019,0.07
18838,1,10/7/2017,0.05
30756,1,6/29/2019,1.0
7058,1,8/31/2015,0.02
7060,35,6/26/2019,0.69
7541,24,7/1/2019,0.47
7061,209,6/13/2019,4.12
7062,194,6/22/2019,3.81
10630,161,6/17/2019,3.46
7065,3,7/15/2016,0.08
14812,3,4/1/2016,0.07
7066,77,6/19/2019,1.56
12092,70,6/17/2019,1.59
16057,39,6/21/2019,1.04
7067,3,10/14/2015,0.06
34051,1,12/4/2018,0.14
7068,20,10/23/2017,0.38
7074,82,6/16/2019,1.58
7087,56,6/20/2019,1.07
30400,41,7/3/2019,2.56
7092,16,5/18/2019,0.52
7094,27,10/22/2018,0.55
36289,2,5/18/2019,0.77
7184,12,3/16/2019,0.23
7105,66,11/2/2018,1.75
7106,118,7/7/2019,2.84
29387,4,11/11/2018,0.33
30541,7,6/28/2019,0.53
7113,19,5/5/2019,0.42
7117,1,5/15/2015,0.02
7118,195,6/28/2019,3.69
7119,170,6/23/2019,3.2
7285,71,12/15/2016,1.34
8451,52,3/8/2017,1.04
7128,2,6/30/2019,0.94
7130,14,1/14/2019,0.27
14593,2,8/21/2018,0.09
7133,1,5/16/2015,0.02
7135,14,9/19/2016,0.27
7141,4,4/24/2016,0.1
7145,21,4/21/2019,1.47
7146,49,6/19/2019,0.93
7147,243,4/30/2018,4.54
7148,15,10/1/2018,0.28
7322,25,9/30/2018,0.47
7552,11,10/2/2018,0.45
7150,15,11/14/2016,0.3
7156,2,9/21/2015,0.04
30015,1,10/20/2018,0.11
7158,107,7/7/2019,3.21
7163,2,6/8/2016,0.05
7167,8,6/23/2018,0.16
7168,8,11/27/2015,0.18
7169,20,11/2/2018,0.47
10946,7,5/18/2019,0.15
11633,3,1/7/2018,0.08
14267,5,12/31/2018,0.25
6232,1,3/17/2015,0.02
7190,46,6/30/2019,0.91
25203,35,6/30/2019,1.56
7191,59,6/8/2019,1.12
7192,10,4/11/2019,0.26
7193,2,7/9/2015,0.04
7194,214,6/24/2019,4.08
7265,76,4/8/2019,1.46
7567,100,5/27/2019,1.93
13670,112,6/10/2019,2.78
13671,98,6/2/2019,2.32
14129,66,6/16/2019,3.07
17700,60,6/23/2019,1.68
18622,54,4/15/2019,1.56
7197,13,12/18/2018,0.25
7201,9,3/23/2019,0.18
7207,13,8/18/2018,0.28
5563,1,7/1/2019,1.0
7210,1,3/10/2015,0.02
7211,1,3/23/2015,0.02
7212,2,11/20/2018,0.04
7222,69,7/1/2019,1.32
7225,56,5/14/2019,1.08
7227,28,3/27/2016,0.53
7230,91,6/14/2019,1.71
7238,3,11/7/2015,0.06
7239,325,6/19/2019,6.19
7242,132,6/24/2019,2.54
7246,199,6/14/2019,3.75
32838,21,6/3/2019,1.73
7253,156,6/19/2019,3.9
7254,139,7/2/2019,2.66
7256,91,7/7/2019,1.73
7263,2,4/24/2015,0.04
7267,81,6/16/2019,1.6
7274,2,10/21/2016,0.04
7281,4,8/21/2017,0.17
7294,54,6/20/2019,1.03
7295,43,3/29/2019,0.82
7297,20,1/3/2016,0.41
7304,5,9/19/2016,0.1
7314,148,5/30/2019,3.82
31565,50,6/26/2019,3.49
7316,1,3/21/2015,0.02
7323,57,10/10/2018,1.1
8142,14,9/23/2018,0.28
7325,18,5/5/2019,0.35
7452,11,5/31/2019,0.32
7329,4,2/21/2017,0.08
7330,1,10/3/2015,0.02
7331,1,7/29/2016,0.03
7341,134,6/13/2019,2.69
33931,29,6/21/2019,3.04
7342,21,9/26/2018,0.43
7344,8,5/18/2019,0.15
7576,1,6/19/2015,0.02
7349,62,6/23/2019,1.27
7358,35,1/2/2017,0.68
11052,19,5/30/2018,0.42
7363,75,5/12/2019,1.46
7668,68,6/23/2019,1.31
8109,8,6/30/2019,0.16
7366,8,5/13/2019,0.16
7368,33,7/1/2019,2.31
30437,11,6/27/2019,0.77
7372,136,7/3/2019,2.67
7374,2,5/15/2019,0.14
7377,7,11/6/2016,0.15
7379,8,1/1/2017,0.17
7382,4,9/3/2017,0.08
8304,7,11/14/2015,0.14
8880,8,9/4/2017,0.17
7391,27,11/12/2018,0.52
2464,1,3/16/2015,0.02
7396,3,6/9/2019,0.22
3648,1,6/30/2019,1.0
7153,2,7/6/2019,2.0
7398,5,10/21/2016,0.13
7400,13,8/17/2015,0.25
7402,38,9/3/2016,0.74
7404,31,6/26/2019,0.77
7406,16,6/2/2019,0.37
7408,131,1/20/2018,2.5
7412,18,7/1/2019,1.17
25329,1,12/26/2017,0.05
7413,7,10/3/2016,0.15
7414,3,4/24/2019,0.68
7424,175,6/24/2019,3.34
33915,12,6/23/2019,1.08
7427,41,6/22/2019,0.82
7428,6,6/24/2019,0.14
7430,32,5/24/2019,1.39
7435,7,5/17/2016,0.14
7438,7,6/12/2016,0.18
7442,26,8/18/2017,0.71
7445,165,6/21/2019,3.26
7450,54,1/27/2019,1.18
26326,9,6/22/2019,0.43
7457,56,3/3/2019,1.1
7460,62,2/19/2019,1.2
7461,1,9/26/2015,0.02
7463,6,10/15/2018,0.12
24806,1,7/2/2019,1.0
7475,151,6/30/2019,4.42
7476,85,12/1/2018,1.65
7478,11,11/7/2016,0.21
7483,15,5/24/2019,0.32
7144,3,4/22/2016,0.07
7490,47,5/23/2019,0.9
7494,155,7/7/2019,4.42
7497,10,9/4/2016,0.19
7501,40,6/13/2019,0.77
7505,2,4/8/2015,0.04
7508,17,9/28/2017,0.34
7514,138,6/18/2019,2.69
7518,3,6/2/2019,1.73
7519,8,10/18/2016,0.17
7529,1,4/8/2015,0.02
7530,12,5/21/2019,0.28
7534,3,9/1/2015,0.06
8870,18,6/6/2017,0.38
7536,20,7/7/2019,0.38
7546,48,7/29/2018,0.93
7548,2,6/14/2015,0.04
7549,6,8/16/2016,0.12
7551,175,6/26/2019,3.45
7608,120,6/1/2019,2.35
7553,14,6/3/2019,1.38
7565,58,7/3/2019,1.12
7568,105,6/23/2019,2.09
7575,151,6/30/2019,3.06
8701,100,6/29/2019,2.12
7580,4,10/7/2015,0.08
7583,315,6/27/2019,6.1
7584,181,6/30/2019,3.49
7586,41,12/22/2017,0.8
7587,200,6/29/2019,3.92
7588,16,8/27/2018,0.49
7591,2,7/28/2015,0.04
7594,11,1/4/2019,0.22
8787,12,6/18/2018,0.24
7595,6,9/19/2017,0.12
22783,46,6/23/2019,1.91
7600,13,6/23/2019,0.25
7606,1,5/5/2015,0.02
7607,136,6/24/2019,5.72
20790,197,6/22/2019,6.54
7613,30,3/30/2019,0.58
7614,47,3/13/2019,0.91
7615,47,5/12/2019,0.92
20323,13,5/20/2019,0.41
20324,7,5/16/2018,0.24
33456,1,3/1/2019,0.23
7620,2,4/30/2019,0.32
7624,129,7/2/2019,2.5
7627,2,4/24/2018,0.04
7633,1,6/3/2015,0.02
7634,6,6/6/2016,0.12
7635,45,6/3/2019,0.94
7641,5,10/26/2015,0.1
7642,148,6/27/2019,2.86
7643,127,6/24/2019,2.48
7645,116,6/24/2019,2.24
7646,30,4/22/2019,0.59
7648,12,12/10/2017,0.25
7649,13,4/23/2019,0.39
7653,8,8/11/2018,0.17
14452,2,11/30/2018,0.23
21829,3,9/13/2018,0.11
7654,47,6/12/2019,1.14
7667,19,11/28/2016,0.37
7669,2,12/5/2016,0.04
8977,1,7/4/2016,0.03
7670,5,6/12/2016,0.1
10925,31,5/17/2019,0.68
7677,3,9/2/2017,0.09
7678,40,6/1/2019,0.8
7679,53,3/16/2019,1.05
7680,46,5/22/2019,0.9
